Customer_ID,Customer_Name,Age,Location,Registration_Date
CUST834,Customer_834,38,San Jose,2022-08-03 15:25:29.769209
CUST835,Customer_835,31,San Diego,2023-11-13 15:25:29.769212
CUST836,Customer_836,47,San Diego,2022-06-01 15:25:29.769215
CUST837,Customer_837,38,Dallas,2023-05-09 15:25:29.769218
CUST838,Customer_838,39,Chicago,2024-05-05 15:25:29.769221
CUST839,Customer_839,66,Dallas,2022-08-19 15:25:29.769223
CUST840,Customer_840,42,New York,2023-01-15 15:25:29.769226
CUST841,Customer_841,35,San Antonio,2024-10-31 15:25:29.769230
CUST842,Customer_842,66,Phoenix,2024-01-19 15:25:29.769233
CUST843,Customer_843,44,San Diego,2022-10-23 15:25:29.769236
CUST844,Customer_844,34,San Jose,2024-02-19 15:25:29.769239
CUST845,Customer_845,23,San Antonio,2024-07-31 15:25:29.769242
CUST846,Customer_846,48,San Jose,2024-10-10 15:25:29.769245
CUST847,Customer_847,19,Philadelphia,2023-12-21 15:25:29.769248
CUST848,Customer_848,65,Phoenix,2023-12-22 15:25:29.769251
CUST849,Customer_849,52,Philadelphia,2022-05-25 15:25:29.769254
CUST850,Customer_850,21,New York,2023-10-25 15:25:29.769257
CUST851,Customer_851,40,New York,2024-05-01 15:25:29.769261
CUST852,Customer_852,32,San Jose,2022-10-02 15:25:29.769264
CUST853,Customer_853,59,New York,2024-01-06 15:25:29.769267
CUST854,Customer_854,22,Chicago,2023-02-28 15:25:29.769270
CUST855,Customer_855,67,Philadelphia,2022-09-16 15:25:29.769273
CUST856,Customer_856,59,Philadelphia,2023-10-03 15:25:29.769277
CUST857,Customer_857,20,San Jose,2022-11-07 15:25:29.769280
CUST858,Customer_858,66,New York,2023-11-30 15:25:29.769283
CUST859,Customer_859,19,Philadelphia,2023-04-11 15:25:29.769286
CUST860,Customer_860,33,San Antonio,2022-08-11 15:25:29.769289
CUST861,Customer_861,30,Los Angeles,2022-11-10 15:25:29.769291
CUST862,Customer_862,19,San Antonio,2024-08-17 15:25:29.769308
CUST863,Customer_863,57,Philadelphia,2024-10-11 15:25:29.769311
CUST864,Customer_864,27,Philadelphia,2024-09-21 15:25:29.769315
CUST865,Customer_865,33,San Antonio,2023-02-22 15:25:29.769318
CUST866,Customer_866,26,Philadelphia,2023-01-22 15:25:29.769321
CUST867,Customer_867,48,New York,2024-12-05 15:25:29.769324
CUST868,Customer_868,60,Houston,2022-06-14 15:25:29.769327
CUST869,Customer_869,25,Houston,2022-09-23 15:25:29.769330
CUST870,Customer_870,54,Houston,2024-08-24 15:25:29.769333
CUST871,Customer_871,31,Phoenix,2024-10-20 15:25:29.769337
CUST872,Customer_872,47,San Jose,2023-12-05 15:25:29.769340
CUST873,Customer_873,62,Los Angeles,2022-07-16 15:25:29.769343
CUST874,Customer_874,34,Los Angeles,2023-06-10 15:25:29.769346
CUST875,Customer_875,67,Phoenix,2023-09-28 15:25:29.769349
CUST876,Customer_876,41,Los Angeles,2022-11-05 15:25:29.769352
CUST877,Customer_877,28,Philadelphia,2023-07-02 15:25:29.769356
CUST878,Customer_878,56,Chicago,2023-03-12 15:25:29.769359
CUST879,Customer_879,56,New York,2023-11-13 15:25:29.769361
CUST880,Customer_880,65,Dallas,2024-08-02 15:25:29.769364
CUST881,Customer_881,63,Philadelphia,2023-05-20 15:25:29.769366
CUST882,Customer_882,25,New York,2024-01-12 15:25:29.769369
CUST883,Customer_883,67,San Diego,2022-11-29 15:25:29.769372
CUST884,Customer_884,70,San Antonio,2024-02-02 15:25:29.769374
CUST885,Customer_885,28,San Jose,2023-05-19 15:25:29.769377
CUST886,Customer_886,37,Dallas,2025-01-05 15:25:29.769379
CUST887,Customer_887,24,San Antonio,2022-09-04 15:25:29.769382
CUST888,Customer_888,55,Phoenix,2023-03-06 15:25:29.769385
CUST889,Customer_889,19,New York,2022-08-17 15:25:29.769388
CUST890,Customer_890,37,San Diego,2022-09-29 15:25:29.769391
CUST891,Customer_891,54,San Jose,2023-01-21 15:25:29.769394
CUST892,Customer_892,61,New York,2022-05-14 15:25:29.769397
CUST893,Customer_893,42,Philadelphia,2022-08-05 15:25:29.769399
CUST894,Customer_894,43,San Antonio,2024-09-23 15:25:29.769402
CUST895,Customer_895,63,San Jose,2023-09-28 15:25:29.769404
CUST896,Customer_896,30,San Antonio,2022-07-07 15:25:29.769407
CUST897,Customer_897,22,Philadelphia,2023-09-23 15:25:29.769409
CUST898,Customer_898,55,San Jose,2024-10-11 15:25:29.769411
CUST899,Customer_899,62,Los Angeles,2022-08-10 15:25:29.769414
CUST900,Customer_900,58,San Diego,2023-12-10 15:25:29.769416
CUST901,Customer_901,33,Los Angeles,2023-11-10 15:25:29.769419
CUST902,Customer_902,24,Houston,2024-12-18 15:25:29.769422
CUST903,Customer_903,62,Philadelphia,2024-12-01 15:25:29.769424
CUST904,Customer_904,67,San Diego,2024-05-12 15:25:29.769427
CUST905,Customer_905,37,Dallas,2023-04-05 15:25:29.769430
CUST906,Customer_906,61,Philadelphia,2024-03-19 15:25:29.769433
CUST907,Customer_907,56,Chicago,2025-01-22 15:25:29.769435
CUST908,Customer_908,69,San Jose,2023-02-13 15:25:29.769438
CUST909,Customer_909,25,Phoenix,2022-08-29 15:25:29.769441
CUST910,Customer_910,68,Philadelphia,2023-03-12 15:25:29.769443
CUST911,Customer_911,54,San Antonio,2023-08-16 15:25:29.769444
CUST912,Customer_912,68,Houston,2022-12-11 15:25:29.769446
CUST913,Customer_913,20,San Diego,2023-01-04 15:25:29.769447
CUST914,Customer_914,40,Los Angeles,2023-06-24 15:25:29.769449
CUST915,Customer_915,52,Dallas,2023-01-24 15:25:29.769451
CUST916,Customer_916,45,Houston,2023-07-06 15:25:29.769452
CUST917,Customer_917,60,Phoenix,2024-06-19 15:25:29.769454
CUST918,Customer_918,41,Phoenix,2022-06-01 15:25:29.769455
CUST919,Customer_919,22,New York,2023-03-21 15:25:29.769457
CUST920,Customer_920,50,Phoenix,2022-08-24 15:25:29.769459
CUST921,Customer_921,59,San Jose,2024-02-23 15:25:29.769460
CUST922,Customer_922,39,San Antonio,2023-08-22 15:25:29.769462
CUST923,Customer_923,18,Houston,2023-08-18 15:25:29.769464
CUST924,Customer_924,44,San Jose,2023-03-02 15:25:29.769465
CUST925,Customer_925,70,Los Angeles,2023-02-17 15:25:29.769467
CUST926,Customer_926,49,San Jose,2023-05-12 15:25:29.769468
CUST927,Customer_927,24,Los Angeles,2024-10-29 15:25:29.769470
CUST928,Customer_928,45,San Jose,2023-11-18 15:25:29.769471
CUST929,Customer_929,41,Philadelphia,2023-03-29 15:25:29.769473
CUST930,Customer_930,58,Phoenix,2023-01-21 15:25:29.769475
CUST931,Customer_931,47,Los Angeles,2024-05-25 15:25:29.769476
CUST932,Customer_932,63,San Jose,2023-09-29 15:25:29.769478
CUST933,Customer_933,27,Dallas,2024-02-15 15:25:29.769480
CUST934,Customer_934,45,San Diego,2023-03-27 15:25:29.769481
CUST935,Customer_935,29,San Antonio,2023-03-14 15:25:29.769483
CUST936,Customer_936,64,Houston,2023-04-19 15:25:29.769485
CUST937,Customer_937,51,Philadelphia,2024-01-06 15:25:29.769486
CUST938,Customer_938,59,Los Angeles,2024-09-04 15:25:29.769488
CUST939,Customer_939,35,Phoenix,2022-09-28 15:25:29.769489
CUST940,Customer_940,57,Dallas,2022-10-11 15:25:29.769491
CUST941,Customer_941,69,Phoenix,2023-07-13 15:25:29.769492
CUST942,Customer_942,52,San Antonio,2022-08-05 15:25:29.769494
CUST943,Customer_943,67,Dallas,2023-05-18 15:25:29.769496
CUST944,Customer_944,48,Philadelphia,2024-12-10 15:25:29.769497
CUST945,Customer_945,47,Houston,2025-01-23 15:25:29.769499
CUST946,Customer_946,45,San Antonio,2023-04-17 15:25:29.769500
CUST947,Customer_947,70,San Antonio,2022-06-23 15:25:29.769502
CUST948,Customer_948,64,Phoenix,2024-08-27 15:25:29.769504
CUST949,Customer_949,55,San Jose,2023-09-05 15:25:29.769506
CUST950,Customer_950,35,Dallas,2022-09-18 15:25:29.769507
CUST951,Customer_951,38,San Diego,2023-10-12 15:25:29.769509
CUST952,Customer_952,33,Dallas,2022-09-15 15:25:29.769510
CUST953,Customer_953,23,Chicago,2023-09-15 15:25:29.769512
CUST954,Customer_954,35,New York,2022-08-28 15:25:29.769513
CUST955,Customer_955,46,Dallas,2024-08-18 15:25:29.769515
CUST956,Customer_956,33,Chicago,2024-11-19 15:25:29.769517
CUST957,Customer_957,66,San Jose,2022-12-27 15:25:29.769518
CUST958,Customer_958,47,San Diego,2023-09-19 15:25:29.769520
CUST959,Customer_959,54,Houston,2024-03-12 15:25:29.769521
CUST960,Customer_960,57,San Diego,2024-06-02 15:25:29.769523
CUST961,Customer_961,60,Phoenix,2024-03-02 15:25:29.769525
CUST962,Customer_962,42,Dallas,2022-05-17 15:25:29.769526
CUST963,Customer_963,39,San Jose,2024-04-25 15:25:29.769528
CUST964,Customer_964,19,San Antonio,2024-12-14 15:25:29.769529
CUST965,Customer_965,49,San Jose,2023-09-03 15:25:29.769531
CUST966,Customer_966,38,New York,2024-06-20 15:25:29.769532
CUST967,Customer_967,29,Dallas,2023-07-21 15:25:29.769534
CUST968,Customer_968,49,Houston,2023-04-17 15:25:29.769536
CUST969,Customer_969,31,Philadelphia,2024-01-13 15:25:29.769537
CUST970,Customer_970,40,San Diego,2023-12-19 15:25:29.769539
CUST971,Customer_971,69,Chicago,2022-10-21 15:25:29.769540
CUST972,Customer_972,34,Houston,2024-06-08 15:25:29.769542
CUST973,Customer_973,39,Chicago,2024-11-15 15:25:29.769543
CUST974,Customer_974,35,Phoenix,2023-10-22 15:25:29.769556
CUST975,Customer_975,56,San Antonio,2023-11-07 15:25:29.769558
CUST976,Customer_976,62,San Antonio,2022-11-06 15:25:29.769560
CUST977,Customer_977,35,Philadelphia,2023-06-28 15:25:29.769562
CUST978,Customer_978,53,Los Angeles,2023-11-03 15:25:29.769563
CUST979,Customer_979,18,Houston,2024-11-05 15:25:29.769565
CUST980,Customer_980,51,San Antonio,2022-09-10 15:25:29.769566
CUST981,Customer_981,30,Phoenix,2023-09-12 15:25:29.769568
CUST982,Customer_982,23,Phoenix,2023-11-04 15:25:29.769570
CUST983,Customer_983,33,Chicago,2024-03-17 15:25:29.769571
CUST984,Customer_984,64,Phoenix,2024-10-05 15:25:29.769573
CUST985,Customer_985,44,San Jose,2023-09-13 15:25:29.769574
CUST986,Customer_986,49,Houston,2023-01-02 15:25:29.769576
CUST987,Customer_987,53,San Antonio,2023-04-06 15:25:29.769578
CUST988,Customer_988,66,Houston,2025-01-16 15:25:29.769579
CUST989,Customer_989,33,Los Angeles,2024-10-21 15:25:29.769581
CUST990,Customer_990,62,Chicago,2023-12-18 15:25:29.769582
CUST991,Customer_991,48,Houston,2023-12-09 15:25:29.769584
CUST992,Customer_992,59,New York,2024-12-29 15:25:29.769586
CUST993,Customer_993,63,Houston,2023-07-14 15:25:29.769591
CUST994,Customer_994,49,Phoenix,2023-07-22 15:25:29.769593
CUST995,Customer_995,46,San Diego,2025-02-03 15:25:29.769594
CUST996,Customer_996,68,San Diego,2022-10-12 15:25:29.769596
CUST997,Customer_997,19,Dallas,2024-11-02 15:25:29.769597
CUST998,Customer_998,23,San Antonio,2022-11-16 15:25:29.769599
CUST999,Customer_999,36,San Antonio,2023-05-27 15:25:29.769601
CUST1000,Customer_1000,32,New York,2022-05-24 15:25:29.769602
CUST1001,Customer_1001,43,Houston,2023-05-12 15:25:29.769604
CUST1002,Customer_1002,62,Chicago,2023-04-23 15:25:29.769605
CUST1003,Customer_1003,33,Phoenix,2024-03-29 15:25:29.769607
CUST1004,Customer_1004,37,Chicago,2022-08-07 15:25:29.769608
CUST1005,Customer_1005,60,New York,2023-09-02 15:25:29.769610
CUST1006,Customer_1006,55,Phoenix,2023-07-09 15:25:29.769612
CUST1007,Customer_1007,41,Phoenix,2024-07-07 15:25:29.769613
CUST1008,Customer_1008,48,Dallas,2023-04-05 15:25:29.769615
CUST1009,Customer_1009,53,Chicago,2023-03-19 15:25:29.769616
CUST1010,Customer_1010,51,New York,2023-10-25 15:25:29.769618
CUST1011,Customer_1011,40,San Diego,2022-06-06 15:25:29.769620
CUST1012,Customer_1012,45,New York,2024-02-20 15:25:29.769621
CUST1013,Customer_1013,65,New York,2024-01-28 15:25:29.769623
CUST1014,Customer_1014,53,Los Angeles,2022-10-12 15:25:29.769624
CUST1015,Customer_1015,39,Philadelphia,2024-12-10 15:25:29.769626
CUST1016,Customer_1016,40,San Jose,2022-10-21 15:25:29.769628
CUST1017,Customer_1017,62,Phoenix,2024-06-20 15:25:29.769629
CUST1018,Customer_1018,47,Los Angeles,2022-09-23 15:25:29.769631
CUST1019,Customer_1019,35,San Antonio,2023-10-27 15:25:29.769632
CUST1020,Customer_1020,37,Philadelphia,2024-03-01 15:25:29.769634
CUST1021,Customer_1021,34,Los Angeles,2023-07-11 15:25:29.769636
CUST1022,Customer_1022,32,San Antonio,2022-12-11 15:25:29.769637
CUST1023,Customer_1023,25,Chicago,2023-05-11 15:25:29.769639
CUST1024,Customer_1024,64,Houston,2023-05-31 15:25:29.769641
CUST1025,Customer_1025,30,Los Angeles,2023-10-08 15:25:29.769642
CUST1026,Customer_1026,38,San Jose,2023-02-01 15:25:29.769647
CUST1027,Customer_1027,25,Dallas,2023-04-03 15:25:29.769649
CUST1028,Customer_1028,65,Los Angeles,2024-01-28 15:25:29.769650
CUST1029,Customer_1029,52,Dallas,2023-02-01 15:25:29.769652
CUST1030,Customer_1030,66,San Jose,2023-10-29 15:25:29.769654
CUST1031,Customer_1031,62,Dallas,2024-10-10 15:25:29.769655
CUST1032,Customer_1032,29,Phoenix,2024-10-27 15:25:29.769657
CUST1033,Customer_1033,30,San Diego,2022-12-19 15:25:29.769659
CUST1034,Customer_1034,31,Los Angeles,2023-04-01 15:25:29.769660
CUST1035,Customer_1035,65,Houston,2024-06-21 15:25:29.769662
CUST1036,Customer_1036,48,San Jose,2025-02-01 15:25:29.769663
CUST1037,Customer_1037,35,Los Angeles,2024-02-20 15:25:29.769665
CUST1038,Customer_1038,64,Philadelphia,2024-02-06 15:25:29.769667
CUST1039,Customer_1039,55,Philadelphia,2022-10-08 15:25:29.769668
CUST1040,Customer_1040,66,San Jose,2023-04-27 15:25:29.769670
CUST1041,Customer_1041,51,San Antonio,2022-05-23 15:25:29.769672
CUST1042,Customer_1042,56,Houston,2022-11-07 15:25:29.769674
CUST1043,Customer_1043,36,San Antonio,2024-04-11 15:25:29.769675
CUST1044,Customer_1044,24,Houston,2023-07-24 15:25:29.769677
CUST1045,Customer_1045,30,Chicago,2023-08-19 15:25:29.769679
CUST1046,Customer_1046,36,Los Angeles,2024-01-18 15:25:29.769680
CUST1047,Customer_1047,32,Chicago,2023-02-16 15:25:29.769682
CUST1048,Customer_1048,41,Houston,2024-10-18 15:25:29.769684
CUST1049,Customer_1049,29,Phoenix,2024-12-19 15:25:29.769685
CUST1050,Customer_1050,37,San Diego,2022-07-31 15:25:29.769687
CUST1051,Customer_1051,18,San Antonio,2024-08-19 15:25:29.769688
CUST1052,Customer_1052,63,Phoenix,2023-09-18 15:25:29.769690
CUST1053,Customer_1053,52,San Jose,2024-09-13 15:25:29.769692
CUST1054,Customer_1054,26,New York,2022-10-16 15:25:29.769693
CUST1055,Customer_1055,35,San Diego,2023-01-31 15:25:29.769695
CUST1056,Customer_1056,20,Dallas,2023-01-05 15:25:29.769696
CUST1057,Customer_1057,21,Philadelphia,2023-01-27 15:25:29.769698
CUST1058,Customer_1058,53,Los Angeles,2023-12-12 15:25:29.769700
CUST1059,Customer_1059,36,Philadelphia,2024-10-17 15:25:29.769701
CUST1060,Customer_1060,62,Dallas,2024-05-19 15:25:29.769703
CUST1061,Customer_1061,26,San Antonio,2023-05-20 15:25:29.769704
CUST1062,Customer_1062,58,San Diego,2024-07-18 15:25:29.769706
CUST1063,Customer_1063,66,Houston,2024-07-26 15:25:29.769707
CUST1064,Customer_1064,49,Phoenix,2024-10-03 15:25:29.769709
CUST1065,Customer_1065,24,Chicago,2022-06-27 15:25:29.769711
CUST1066,Customer_1066,18,Philadelphia,2022-09-15 15:25:29.769712
CUST1067,Customer_1067,54,San Diego,2023-12-29 15:25:29.769714
CUST1068,Customer_1068,36,Philadelphia,2024-06-28 15:25:29.769716
CUST1069,Customer_1069,48,Phoenix,2023-10-24 15:25:29.769718
CUST1070,Customer_1070,48,New York,2022-10-13 15:25:29.769720
CUST1071,Customer_1071,46,San Jose,2022-11-26 15:25:29.769722
CUST1072,Customer_1072,39,New York,2024-07-23 15:25:29.769723
CUST1073,Customer_1073,29,New York,2023-02-01 15:25:29.769725
CUST1074,Customer_1074,21,Houston,2024-02-23 15:25:29.769727
CUST1075,Customer_1075,34,Phoenix,2024-10-16 15:25:29.769729
CUST1076,Customer_1076,48,Dallas,2022-12-21 15:25:29.769730
CUST1077,Customer_1077,25,San Antonio,2023-12-07 15:25:29.769732
CUST1078,Customer_1078,70,Phoenix,2024-12-18 15:25:29.769733
CUST1079,Customer_1079,22,Philadelphia,2022-07-01 15:25:29.769739
CUST1080,Customer_1080,43,Los Angeles,2023-04-27 15:25:29.769741
CUST1081,Customer_1081,49,Dallas,2022-09-30 15:25:29.769743
CUST1082,Customer_1082,22,Houston,2023-03-18 15:25:29.769744
CUST1083,Customer_1083,54,San Diego,2023-06-12 15:25:29.769746
CUST1084,Customer_1084,58,San Antonio,2024-09-30 15:25:29.769747
CUST1085,Customer_1085,61,New York,2022-12-06 15:25:29.769749
CUST1086,Customer_1086,21,San Antonio,2022-08-05 15:25:29.769751
CUST1087,Customer_1087,27,Phoenix,2023-10-31 15:25:29.769752
CUST1088,Customer_1088,27,Phoenix,2023-10-24 15:25:29.769754
CUST1089,Customer_1089,69,Los Angeles,2023-04-01 15:25:29.769755
CUST1090,Customer_1090,54,Houston,2023-06-11 15:25:29.769757
CUST1091,Customer_1091,37,Phoenix,2022-05-31 15:25:29.769758
CUST1092,Customer_1092,23,Houston,2023-09-06 15:25:29.769760
CUST1093,Customer_1093,33,Chicago,2024-09-19 15:25:29.769762
CUST1094,Customer_1094,25,San Diego,2022-05-24 15:25:29.769763
CUST1095,Customer_1095,53,Philadelphia,2023-09-12 15:25:29.769765
CUST1096,Customer_1096,66,San Antonio,2025-01-30 15:25:29.769767
CUST1097,Customer_1097,44,New York,2023-08-10 15:25:29.769768
CUST1098,Customer_1098,56,Phoenix,2023-01-12 15:25:29.769770
CUST1099,Customer_1099,56,Los Angeles,2024-12-16 15:25:29.769771
CUST1100,Customer_1100,68,San Diego,2023-07-18 15:25:29.769773
CUST1101,Customer_1101,57,San Diego,2022-06-22 15:25:29.769775
CUST1102,Customer_1102,32,San Antonio,2023-11-18 15:25:29.769776
CUST1103,Customer_1103,67,Philadelphia,2022-09-29 15:25:29.769778
CUST1104,Customer_1104,51,San Antonio,2023-06-15 15:25:29.769780
CUST1105,Customer_1105,42,Los Angeles,2023-09-28 15:25:29.769781
CUST1106,Customer_1106,46,Chicago,2022-07-03 15:25:29.769783
CUST1107,Customer_1107,46,Phoenix,2023-09-02 15:25:29.769785
CUST1108,Customer_1108,37,Dallas,2022-11-27 15:25:29.769786
CUST1109,Customer_1109,55,Los Angeles,2022-07-06 15:25:29.769788
CUST1110,Customer_1110,45,Philadelphia,2022-07-17 15:25:29.769789
CUST1111,Customer_1111,37,San Antonio,2024-08-06 15:25:29.769791
CUST1112,Customer_1112,54,San Jose,2023-02-26 15:25:29.769793
CUST1113,Customer_1113,57,Dallas,2023-06-22 15:25:29.769794
CUST1114,Customer_1114,21,Philadelphia,2024-08-10 15:25:29.769796
CUST1115,Customer_1115,57,San Diego,2023-01-17 15:25:29.769797
CUST1116,Customer_1116,65,New York,2022-10-23 15:25:29.769799
CUST1117,Customer_1117,24,New York,2024-09-25 15:25:29.769801
CUST1118,Customer_1118,66,Chicago,2024-10-20 15:25:29.769802
CUST1119,Customer_1119,31,San Diego,2024-01-04 15:25:29.769804
CUST1120,Customer_1120,58,Chicago,2023-04-02 15:25:29.769805
CUST1121,Customer_1121,31,New York,2023-05-31 15:25:29.769807
CUST1122,Customer_1122,34,San Antonio,2023-05-25 15:25:29.769809
CUST1123,Customer_1123,60,Houston,2022-08-15 15:25:29.769810
CUST1124,Customer_1124,23,Phoenix,2024-03-11 15:25:29.769812
CUST1125,Customer_1125,28,Philadelphia,2023-09-06 15:25:29.769813
CUST1126,Customer_1126,33,San Jose,2022-08-16 15:25:29.769815
CUST1127,Customer_1127,29,Los Angeles,2024-01-07 15:25:29.769817
CUST1128,Customer_1128,53,Los Angeles,2023-12-03 15:25:29.769818
CUST1129,Customer_1129,22,Chicago,2023-05-22 15:25:29.769820
CUST1130,Customer_1130,28,Houston,2022-07-12 15:25:29.769822
CUST1131,Customer_1131,18,Dallas,2023-02-25 15:25:29.769824
CUST1132,Customer_1132,44,Chicago,2022-12-16 15:25:29.769825
CUST1133,Customer_1133,46,San Jose,2024-05-25 15:25:29.769827
CUST1134,Customer_1134,62,San Antonio,2024-04-29 15:25:29.769829
CUST1135,Customer_1135,56,Philadelphia,2023-12-24 15:25:29.769830
CUST1136,Customer_1136,48,San Diego,2022-05-24 15:25:29.769832
CUST1137,Customer_1137,36,San Diego,2024-02-18 15:25:29.769833
CUST1138,Customer_1138,20,Chicago,2022-05-17 15:25:29.769835
CUST1139,Customer_1139,32,Phoenix,2024-04-08 15:25:29.769837
CUST1140,Customer_1140,36,Chicago,2023-10-29 15:25:29.769838
CUST1141,Customer_1141,63,San Jose,2022-11-02 15:25:29.769840
CUST1142,Customer_1142,36,Philadelphia,2024-09-20 15:25:29.769842
CUST1143,Customer_1143,62,Phoenix,2024-09-15 15:25:29.769843
CUST1144,Customer_1144,47,Houston,2023-12-09 15:25:29.769845
CUST1145,Customer_1145,22,Los Angeles,2023-05-29 15:25:29.769846
CUST1146,Customer_1146,61,San Antonio,2023-02-18 15:25:29.769848
CUST1147,Customer_1147,32,Philadelphia,2022-08-11 15:25:29.769850
CUST1148,Customer_1148,34,Chicago,2022-12-30 15:25:29.769851
CUST1149,Customer_1149,68,San Antonio,2023-08-29 15:25:29.769853
CUST1150,Customer_1150,68,San Antonio,2024-04-03 15:25:29.769854
CUST1151,Customer_1151,58,San Jose,2022-09-24 15:25:29.769856
CUST1152,Customer_1152,55,Houston,2023-02-16 15:25:29.769858
CUST1153,Customer_1153,60,New York,2023-07-24 15:25:29.769859
CUST1154,Customer_1154,69,New York,2022-09-06 15:25:29.769861
CUST1155,Customer_1155,30,Dallas,2024-03-19 15:25:29.769864
CUST1156,Customer_1156,45,San Jose,2023-02-06 15:25:29.769865
CUST1157,Customer_1157,25,Houston,2023-01-11 15:25:29.769867
CUST1158,Customer_1158,52,Los Angeles,2022-06-22 15:25:29.769868
CUST1159,Customer_1159,32,San Diego,2023-07-18 15:25:29.769870
CUST1160,Customer_1160,59,Houston,2023-04-28 15:25:29.769872
CUST1161,Customer_1161,27,Phoenix,2024-06-26 15:25:29.769873
CUST1162,Customer_1162,35,Chicago,2024-07-13 15:25:29.769875
CUST1163,Customer_1163,70,New York,2024-07-04 15:25:29.769876
CUST1164,Customer_1164,27,San Antonio,2023-05-06 15:25:29.769881
CUST1165,Customer_1165,22,San Jose,2023-02-03 15:25:29.769883
CUST1166,Customer_1166,21,San Antonio,2024-04-12 15:25:29.769885
CUST1167,Customer_1167,28,San Jose,2023-03-03 15:25:29.769887
CUST1168,Customer_1168,68,Phoenix,2024-02-16 15:25:29.769888
CUST1169,Customer_1169,37,Chicago,2022-07-06 15:25:29.769890
CUST1170,Customer_1170,56,Los Angeles,2023-03-18 15:25:29.769891
CUST1171,Customer_1171,65,Philadelphia,2024-09-21 15:25:29.769893
CUST1172,Customer_1172,70,Chicago,2023-02-07 15:25:29.769895
CUST1173,Customer_1173,54,San Jose,2023-04-10 15:25:29.769896
CUST1174,Customer_1174,36,Los Angeles,2022-05-12 15:25:29.769898
CUST1175,Customer_1175,46,New York,2022-05-29 15:25:29.769899
CUST1176,Customer_1176,25,Dallas,2024-08-05 15:25:29.769901
CUST1177,Customer_1177,47,San Antonio,2023-09-07 15:25:29.769903
CUST1178,Customer_1178,62,San Diego,2023-07-29 15:25:29.769904
CUST1179,Customer_1179,37,San Diego,2023-02-24 15:25:29.769906
CUST1180,Customer_1180,62,Los Angeles,2023-04-23 15:25:29.769907
CUST1181,Customer_1181,43,Houston,2024-03-10 15:25:29.769909
CUST1182,Customer_1182,35,Houston,2023-02-07 15:25:29.769911
CUST1183,Customer_1183,50,Houston,2024-10-08 15:25:29.769912
CUST1184,Customer_1184,52,Phoenix,2022-12-17 15:25:29.769914
CUST1185,Customer_1185,49,Phoenix,2024-02-09 15:25:29.769915
CUST1186,Customer_1186,46,San Diego,2023-07-09 15:25:29.769917
CUST1187,Customer_1187,23,San Antonio,2023-10-01 15:25:29.769919
CUST1188,Customer_1188,56,Chicago,2023-06-18 15:25:29.769920
CUST1189,Customer_1189,20,San Antonio,2023-06-30 15:25:29.769922
CUST1190,Customer_1190,45,Houston,2022-06-14 15:25:29.769924
CUST1191,Customer_1191,65,San Jose,2023-03-23 15:25:29.769925
CUST1192,Customer_1192,38,Houston,2023-02-07 15:25:29.769927
CUST1193,Customer_1193,56,Phoenix,2023-12-04 15:25:29.769928
CUST1194,Customer_1194,34,Houston,2023-03-16 15:25:29.769930
CUST1195,Customer_1195,19,San Antonio,2022-12-31 15:25:29.769931
CUST1196,Customer_1196,23,Chicago,2022-08-03 15:25:29.769933
CUST1197,Customer_1197,32,San Antonio,2022-09-26 15:25:29.769935
CUST1198,Customer_1198,61,Chicago,2023-08-07 15:25:29.769936
CUST1199,Customer_1199,54,New York,2024-04-17 15:25:29.769938
CUST1200,Customer_1200,55,Phoenix,2022-08-20 15:25:29.769939
CUST1201,Customer_1201,19,Phoenix,2022-09-20 15:25:29.769941
CUST1202,Customer_1202,66,Houston,2023-11-29 15:25:29.769943
CUST1203,Customer_1203,61,San Jose,2022-10-30 15:25:29.769944
CUST1204,Customer_1204,70,San Diego,2025-01-21 15:25:29.769946
CUST1205,Customer_1205,35,Houston,2023-08-18 15:25:29.769947
CUST1206,Customer_1206,54,Philadelphia,2024-10-17 15:25:29.769949
CUST1207,Customer_1207,20,San Jose,2025-01-09 15:25:29.769950
CUST1208,Customer_1208,66,San Diego,2024-01-10 15:25:29.769952
CUST1209,Customer_1209,66,Los Angeles,2024-09-08 15:25:29.769954
CUST1210,Customer_1210,29,New York,2024-12-11 15:25:29.769955
CUST1211,Customer_1211,48,San Diego,2023-03-20 15:25:29.769957
CUST1212,Customer_1212,51,Chicago,2024-12-08 15:25:29.769958
CUST1213,Customer_1213,59,Philadelphia,2024-07-14 15:25:29.769960
CUST1214,Customer_1214,46,San Antonio,2024-05-06 15:25:29.769962
CUST1215,Customer_1215,35,Houston,2022-12-28 15:25:29.769963
CUST1216,Customer_1216,29,San Antonio,2022-11-22 15:25:29.769965
CUST1217,Customer_1217,55,San Antonio,2024-08-23 15:25:29.769966
CUST1218,Customer_1218,45,San Jose,2024-04-16 15:25:29.769968
CUST1219,Customer_1219,58,Phoenix,2023-03-07 15:25:29.769970
CUST1220,Customer_1220,70,Los Angeles,2024-05-23 15:25:29.769971
CUST1221,Customer_1221,49,Los Angeles,2024-09-07 15:25:29.769973
CUST1222,Customer_1222,23,Dallas,2022-09-28 15:25:29.769974
CUST1223,Customer_1223,48,New York,2024-12-02 15:25:29.769976
CUST1224,Customer_1224,40,New York,2023-02-27 15:25:29.769978
CUST1225,Customer_1225,44,Philadelphia,2022-11-23 15:25:29.769979
CUST1226,Customer_1226,39,Houston,2024-04-07 15:25:29.769981
