Transaction_ID,Customer_ID,Product_ID,Quantity,Purchase_Date,Total_Amount
TRAN5946,CUST380,PROD180,4,2024-07-22 15:25:29.832349,396
TRAN5947,CUST4255,PROD77,5,2023-03-27 15:25:29.832351,1785
TRAN5948,CUST787,PROD129,2,2024-10-02 15:25:29.832353,550
TRAN5949,CUST955,PROD134,5,2023-04-11 15:25:29.832354,2355
TRAN5950,CUST1056,PROD137,4,2023-04-25 15:25:29.832356,1028
TRAN5951,CUST3495,PROD37,4,2022-09-28 15:25:29.832358,628
TRAN5952,CUST148,PROD51,4,2022-07-03 15:25:29.832359,664
TRAN5953,CUST346,PROD192,4,2023-07-29 15:25:29.832361,672
TRAN5954,CUST1581,PROD194,3,2023-12-10 15:25:29.832362,93
TRAN5955,CUST454,PROD127,3,2023-09-06 15:25:29.832364,540
TRAN5956,CUST4262,PROD161,1,2022-07-31 15:25:29.832365,391
TRAN5957,CUST1665,PROD39,2,2022-10-12 15:25:29.832367,630
TRAN5958,CUST2960,PROD81,2,2024-01-06 15:25:29.832369,628
TRAN5959,CUST3200,PROD80,3,2024-01-31 15:25:29.832370,42
TRAN5960,CUST3260,PROD76,4,2023-06-18 15:25:29.832372,388
TRAN5961,CUST4977,PROD192,1,2024-07-31 15:25:29.832373,168
TRAN5962,CUST725,PROD48,3,2023-10-06 15:25:29.832375,984
TRAN5963,CUST224,PROD33,3,2023-06-03 15:25:29.832376,1236
TRAN5964,CUST3165,PROD164,1,2022-10-11 15:25:29.832378,481
TRAN5965,CUST1262,PROD83,2,2023-06-03 15:25:29.832380,504
TRAN5966,CUST3733,PROD52,4,2022-08-20 15:25:29.832381,1784
TRAN5967,CUST596,PROD84,3,2024-03-22 15:25:29.832383,924
TRAN5968,CUST2625,PROD30,1,2022-07-01 15:25:29.832384,263
TRAN5969,CUST1744,PROD18,2,2023-08-25 15:25:29.832397,736
TRAN5970,CUST819,PROD120,5,2024-10-10 15:25:29.832399,980
TRAN5971,CUST1438,PROD135,2,2022-10-18 15:25:29.832401,882
TRAN5972,CUST1791,PROD174,4,2023-04-29 15:25:29.832403,1880
TRAN5973,CUST2081,PROD143,3,2024-08-07 15:25:29.832404,1011
TRAN5974,CUST2790,PROD194,4,2023-05-25 15:25:29.832406,124
TRAN5975,CUST2915,PROD48,3,2023-04-19 15:25:29.832408,984
TRAN5976,CUST427,PROD142,2,2023-12-09 15:25:29.832409,764
TRAN5977,CUST3521,PROD7,5,2024-04-08 15:25:29.832415,140
TRAN5978,CUST4171,PROD85,2,2024-03-11 15:25:29.832417,20
TRAN5979,CUST4508,PROD12,4,2022-05-16 15:25:29.832418,1128
TRAN5980,CUST1503,PROD64,4,2022-07-18 15:25:29.832420,972
TRAN5981,CUST3574,PROD65,3,2024-04-18 15:25:29.832421,246
TRAN5982,CUST4687,PROD87,4,2023-08-21 15:25:29.832423,1828
TRAN5983,CUST892,PROD94,2,2022-10-03 15:25:29.832424,600
TRAN5984,CUST3977,PROD59,4,2022-08-04 15:25:29.832426,180
TRAN5985,CUST3976,PROD142,3,2024-09-23 15:25:29.832428,1146
TRAN5986,CUST3478,PROD189,3,2023-10-21 15:25:29.832429,669
TRAN5987,CUST4599,PROD135,3,2023-09-15 15:25:29.832431,1323
TRAN5988,CUST1169,PROD48,3,2024-09-29 15:25:29.832433,984
TRAN5989,CUST1728,PROD131,1,2023-07-05 15:25:29.832435,349
TRAN5990,CUST4297,PROD121,2,2023-01-15 15:25:29.832436,488
TRAN5991,CUST2161,PROD41,3,2023-01-21 15:25:29.832438,1155
TRAN5992,CUST2379,PROD2,5,2024-02-14 15:25:29.832439,330
TRAN5993,CUST331,PROD68,5,2023-05-27 15:25:29.832441,1260
TRAN5994,CUST949,PROD113,5,2024-11-13 15:25:29.832443,1930
TRAN5995,CUST1984,PROD102,2,2022-06-05 15:25:29.832444,792
TRAN5996,CUST2491,PROD122,5,2023-04-26 15:25:29.832446,80
TRAN5997,CUST4543,PROD112,4,2024-10-02 15:25:29.832447,1044
TRAN5998,CUST41,PROD98,3,2023-05-07 15:25:29.832449,378
TRAN5999,CUST4324,PROD97,5,2022-12-29 15:25:29.832451,2185
TRAN6000,CUST3666,PROD182,3,2023-06-13 15:25:29.832452,1428
TRAN6001,CUST1590,PROD12,3,2024-05-10 15:25:29.832454,846
TRAN6002,CUST2807,PROD137,2,2024-10-13 15:25:29.832455,514
TRAN6003,CUST2445,PROD33,4,2022-10-09 15:25:29.832457,1648
TRAN6004,CUST1945,PROD139,3,2023-01-25 15:25:29.832459,444
TRAN6005,CUST3907,PROD140,2,2024-06-16 15:25:29.832460,722
TRAN6006,CUST4508,PROD127,2,2023-12-23 15:25:29.832462,360
TRAN6007,CUST4331,PROD77,1,2024-04-05 15:25:29.832463,357
TRAN6008,CUST1119,PROD83,5,2024-03-23 15:25:29.832465,1260
TRAN6009,CUST3338,PROD181,3,2023-03-11 15:25:29.832466,435
TRAN6010,CUST378,PROD179,4,2023-11-05 15:25:29.832468,1116
TRAN6011,CUST1737,PROD129,1,2023-10-10 15:25:29.832470,275
TRAN6012,CUST1915,PROD115,3,2024-08-23 15:25:29.832471,867
TRAN6013,CUST3067,PROD21,3,2023-06-22 15:25:29.832473,630
TRAN6014,CUST1017,PROD186,3,2024-10-28 15:25:29.832474,537
TRAN6015,CUST438,PROD171,4,2024-10-04 15:25:29.832476,1320
TRAN6016,CUST840,PROD34,4,2023-07-29 15:25:29.832477,456
TRAN6017,CUST3036,PROD15,3,2023-09-08 15:25:29.832479,375
TRAN6018,CUST3699,PROD161,5,2024-04-19 15:25:29.832481,1955
TRAN6019,CUST148,PROD121,2,2022-09-04 15:25:29.832482,488
TRAN6020,CUST4962,PROD81,5,2024-03-23 15:25:29.832484,1570
TRAN6021,CUST390,PROD54,1,2024-12-21 15:25:29.832485,362
TRAN6022,CUST4157,PROD19,1,2023-01-14 15:25:29.832487,376
TRAN6023,CUST3017,PROD176,5,2022-12-05 15:25:29.832489,1200
TRAN6024,CUST4625,PROD56,4,2024-10-07 15:25:29.832490,388
TRAN6025,CUST4759,PROD184,4,2022-11-10 15:25:29.832492,752
TRAN6026,CUST532,PROD100,5,2024-05-18 15:25:29.832493,1335
TRAN6027,CUST2371,PROD143,2,2023-11-04 15:25:29.832495,674
TRAN6028,CUST2341,PROD93,4,2022-11-28 15:25:29.832496,72
TRAN6029,CUST4703,PROD155,1,2023-02-21 15:25:29.832498,305
TRAN6030,CUST1490,PROD49,3,2025-02-02 15:25:29.832500,762
TRAN6031,CUST130,PROD27,2,2023-07-15 15:25:29.832501,920
TRAN6032,CUST3712,PROD96,5,2024-08-06 15:25:29.832503,790
TRAN6033,CUST2091,PROD199,5,2022-05-19 15:25:29.832504,2185
TRAN6034,CUST4776,PROD193,3,2024-07-15 15:25:29.832506,321
TRAN6035,CUST1357,PROD182,2,2024-11-05 15:25:29.832507,952
TRAN6036,CUST3301,PROD35,5,2023-03-06 15:25:29.832509,935
TRAN6037,CUST4898,PROD102,4,2023-06-09 15:25:29.832510,1584
TRAN6038,CUST4693,PROD33,1,2022-11-22 15:25:29.832512,412
TRAN6039,CUST3447,PROD25,3,2024-01-14 15:25:29.832514,1155
TRAN6040,CUST4692,PROD169,5,2024-10-14 15:25:29.832515,750
TRAN6041,CUST3080,PROD168,2,2023-10-09 15:25:29.832517,130
TRAN6042,CUST2429,PROD9,3,2023-04-11 15:25:29.832518,438
TRAN6043,CUST4528,PROD124,3,2024-09-10 15:25:29.832520,570
TRAN6044,CUST4954,PROD76,2,2024-02-08 15:25:29.832521,194
TRAN6045,CUST4918,PROD183,1,2023-08-29 15:25:29.832523,357
TRAN6046,CUST3738,PROD22,2,2022-09-11 15:25:29.832528,422
TRAN6047,CUST735,PROD66,5,2023-07-25 15:25:29.832529,80
TRAN6048,CUST4278,PROD68,5,2024-09-20 15:25:29.832531,1260
TRAN6049,CUST2422,PROD57,4,2023-03-07 15:25:29.832533,684
TRAN6050,CUST1190,PROD1,2,2023-03-28 15:25:29.832534,1000
TRAN6051,CUST4385,PROD163,5,2023-08-25 15:25:29.832536,545
TRAN6052,CUST3000,PROD32,3,2024-05-15 15:25:29.832537,291
TRAN6053,CUST4746,PROD4,3,2023-03-02 15:25:29.832540,204
TRAN6054,CUST3147,PROD100,3,2024-05-11 15:25:29.832543,801
TRAN6055,CUST4660,PROD21,2,2022-07-12 15:25:29.832545,420
TRAN6056,CUST2034,PROD72,3,2023-01-15 15:25:29.832548,300
TRAN6057,CUST1204,PROD74,1,2024-08-13 15:25:29.832551,461
TRAN6058,CUST2707,PROD92,2,2022-06-04 15:25:29.832554,858
TRAN6059,CUST4632,PROD37,5,2023-11-09 15:25:29.832556,785
TRAN6060,CUST844,PROD152,3,2022-05-14 15:25:29.832559,792
TRAN6061,CUST2412,PROD153,5,2024-10-06 15:25:29.832562,125
TRAN6062,CUST175,PROD98,1,2023-04-21 15:25:29.832564,126
TRAN6063,CUST4100,PROD79,3,2022-11-01 15:25:29.832567,1338
TRAN6064,CUST2537,PROD91,4,2023-09-03 15:25:29.832570,132
TRAN6065,CUST4666,PROD182,5,2022-09-21 15:25:29.832573,2380
TRAN6066,CUST1593,PROD119,5,2025-01-05 15:25:29.832576,695
TRAN6067,CUST1435,PROD80,4,2024-05-09 15:25:29.832579,56
TRAN6068,CUST1560,PROD70,5,2024-01-31 15:25:29.832582,905
TRAN6069,CUST888,PROD53,5,2024-03-07 15:25:29.832585,2370
TRAN6070,CUST1516,PROD55,5,2023-05-19 15:25:29.832587,660
TRAN6071,CUST1828,PROD18,1,2022-06-22 15:25:29.832590,368
TRAN6072,CUST2412,PROD153,5,2024-11-02 15:25:29.832593,125
TRAN6073,CUST1158,PROD157,4,2022-05-11 15:25:29.832596,1464
TRAN6074,CUST3522,PROD123,4,2024-08-08 15:25:29.832598,1732
TRAN6075,CUST3312,PROD25,2,2022-07-01 15:25:29.832601,770
TRAN6076,CUST4620,PROD32,3,2023-07-29 15:25:29.832603,291
TRAN6077,CUST4587,PROD175,2,2022-08-31 15:25:29.832606,954
TRAN6078,CUST449,PROD93,4,2022-07-01 15:25:29.832609,72
TRAN6079,CUST3341,PROD59,2,2023-05-23 15:25:29.832611,90
TRAN6080,CUST189,PROD59,3,2023-07-06 15:25:29.832614,135
TRAN6081,CUST4571,PROD63,4,2024-01-19 15:25:29.832617,1880
TRAN6082,CUST3875,PROD71,4,2024-10-08 15:25:29.832619,80
TRAN6083,CUST1270,PROD149,1,2024-08-22 15:25:29.832622,347
TRAN6084,CUST3261,PROD116,1,2024-10-15 15:25:29.832625,141
TRAN6085,CUST965,PROD43,3,2023-04-24 15:25:29.832627,174
TRAN6086,CUST3746,PROD160,4,2022-10-11 15:25:29.832630,460
TRAN6087,CUST3422,PROD111,5,2023-03-16 15:25:29.832633,1205
TRAN6088,CUST251,PROD158,4,2023-10-04 15:25:29.832635,920
TRAN6089,CUST3621,PROD120,2,2022-07-25 15:25:29.832637,392
TRAN6090,CUST1425,PROD8,4,2024-03-27 15:25:29.832639,1216
TRAN6091,CUST1769,PROD24,5,2022-12-27 15:25:29.832640,610
TRAN6092,CUST2536,PROD7,1,2022-07-15 15:25:29.832642,28
TRAN6093,CUST4602,PROD193,3,2023-04-22 15:25:29.832643,321
TRAN6094,CUST1869,PROD12,4,2022-07-16 15:25:29.832645,1128
TRAN6095,CUST4260,PROD192,1,2024-03-25 15:25:29.832647,168
TRAN6096,CUST4971,PROD53,4,2022-10-27 15:25:29.832648,1896
TRAN6097,CUST1806,PROD163,2,2023-11-07 15:25:29.832650,218
TRAN6098,CUST2669,PROD78,1,2022-06-27 15:25:29.832651,399
TRAN6099,CUST4935,PROD58,4,2024-01-17 15:25:29.832653,1432
TRAN6100,CUST2964,PROD76,2,2022-05-30 15:25:29.832655,194
TRAN6101,CUST1999,PROD78,4,2023-11-28 15:25:29.832656,1596
TRAN6102,CUST4262,PROD154,4,2022-12-28 15:25:29.832658,540
TRAN6103,CUST1135,PROD154,1,2023-01-22 15:25:29.832659,135
TRAN6104,CUST4597,PROD128,2,2023-01-04 15:25:29.832661,932
TRAN6105,CUST144,PROD94,5,2024-06-14 15:25:29.832663,1500
TRAN6106,CUST2333,PROD190,4,2023-12-31 15:25:29.832664,1972
TRAN6107,CUST26,PROD183,2,2024-02-19 15:25:29.832666,714
TRAN6108,CUST2824,PROD139,1,2024-09-29 15:25:29.832668,148
TRAN6109,CUST3339,PROD180,3,2022-09-15 15:25:29.832669,297
TRAN6110,CUST966,PROD92,1,2023-09-07 15:25:29.832671,429
TRAN6111,CUST1168,PROD142,2,2024-06-26 15:25:29.832672,764
TRAN6112,CUST4639,PROD184,1,2022-11-24 15:25:29.832674,188
TRAN6113,CUST4998,PROD106,5,2022-12-01 15:25:29.832676,305
TRAN6114,CUST3557,PROD161,1,2023-10-12 15:25:29.832677,391
TRAN6115,CUST2797,PROD18,4,2025-01-10 15:25:29.832679,1472
TRAN6116,CUST246,PROD188,4,2024-03-30 15:25:29.832680,1244
TRAN6117,CUST4500,PROD136,4,2023-10-23 15:25:29.832682,1260
TRAN6118,CUST1207,PROD135,1,2024-12-22 15:25:29.832684,441
TRAN6119,CUST3328,PROD130,4,2023-02-08 15:25:29.832687,1624
TRAN6120,CUST4838,PROD24,2,2024-08-20 15:25:29.832689,244
TRAN6121,CUST2939,PROD122,3,2024-07-21 15:25:29.832692,48
TRAN6122,CUST4461,PROD132,4,2022-09-03 15:25:29.832695,1792
TRAN6123,CUST1202,PROD104,5,2023-10-28 15:25:29.832697,2030
TRAN6124,CUST3557,PROD14,5,2022-12-15 15:25:29.832700,755
TRAN6125,CUST2180,PROD182,5,2024-09-30 15:25:29.832702,2380
TRAN6126,CUST766,PROD34,5,2023-04-04 15:25:29.832705,570
TRAN6127,CUST4511,PROD30,4,2023-03-02 15:25:29.832708,1052
TRAN6128,CUST3133,PROD94,4,2024-08-21 15:25:29.832710,1200
TRAN6129,CUST4694,PROD147,4,2024-01-29 15:25:29.832711,1792
TRAN6130,CUST3100,PROD152,2,2025-01-11 15:25:29.832713,528
TRAN6131,CUST2824,PROD40,1,2024-01-15 15:25:29.832714,157
TRAN6132,CUST3334,PROD128,5,2022-11-22 15:25:29.832716,2330
TRAN6133,CUST597,PROD156,2,2023-09-01 15:25:29.832719,778
TRAN6134,CUST1775,PROD66,2,2024-07-29 15:25:29.832721,32
TRAN6135,CUST123,PROD56,3,2024-10-13 15:25:29.832722,291
TRAN6136,CUST4603,PROD117,4,2023-01-15 15:25:29.832724,1396
TRAN6137,CUST3948,PROD112,5,2022-05-31 15:25:29.832725,1305
TRAN6138,CUST3490,PROD57,2,2024-09-16 15:25:29.832727,342
TRAN6139,CUST805,PROD132,2,2025-01-27 15:25:29.832728,896
TRAN6140,CUST1194,PROD33,3,2022-06-29 15:25:29.832730,1236
TRAN6141,CUST1559,PROD126,4,2022-06-28 15:25:29.832732,1492
TRAN6142,CUST4330,PROD74,4,2024-06-24 15:25:29.832733,1844
TRAN6143,CUST2570,PROD150,5,2022-09-10 15:25:29.832735,410
TRAN6144,CUST4682,PROD12,4,2024-01-24 15:25:29.832737,1128
TRAN6145,CUST2760,PROD54,4,2023-08-27 15:25:29.832738,1448
TRAN6146,CUST985,PROD55,1,2024-10-04 15:25:29.832740,132
TRAN6147,CUST2064,PROD31,4,2022-11-27 15:25:29.832742,460
TRAN6148,CUST1574,PROD42,1,2024-06-02 15:25:29.832744,11
TRAN6149,CUST2188,PROD43,4,2022-05-14 15:25:29.832746,232
TRAN6150,CUST3266,PROD48,4,2022-12-07 15:25:29.832747,1312
TRAN6151,CUST4436,PROD59,1,2022-06-30 15:25:29.832749,45
TRAN6152,CUST1221,PROD155,3,2023-05-14 15:25:29.832750,915
TRAN6153,CUST1972,PROD83,5,2023-05-01 15:25:29.832752,1260
TRAN6154,CUST4814,PROD68,5,2023-04-01 15:25:29.832754,1260
TRAN6155,CUST2546,PROD143,3,2023-11-06 15:25:29.832755,1011
TRAN6156,CUST4170,PROD11,4,2023-05-11 15:25:29.832757,172
TRAN6157,CUST2228,PROD113,5,2023-03-30 15:25:29.832759,1930
TRAN6158,CUST333,PROD4,2,2024-03-02 15:25:29.832760,136
TRAN6159,CUST242,PROD75,3,2024-11-11 15:25:29.832762,147
TRAN6160,CUST1346,PROD116,4,2023-05-08 15:25:29.832763,564
TRAN6161,CUST3920,PROD53,5,2022-11-14 15:25:29.832765,2370
TRAN6162,CUST1833,PROD176,3,2022-09-09 15:25:29.832766,720
TRAN6163,CUST9,PROD31,2,2022-07-28 15:25:29.832768,230
TRAN6164,CUST54,PROD80,2,2023-03-08 15:25:29.832770,28
TRAN6165,CUST4210,PROD188,3,2022-05-29 15:25:29.832771,933
TRAN6166,CUST3558,PROD189,2,2023-11-19 15:25:29.832773,446
TRAN6167,CUST4919,PROD135,5,2023-04-26 15:25:29.832774,2205
TRAN6168,CUST3201,PROD56,5,2024-08-01 15:25:29.832776,485
TRAN6169,CUST3190,PROD102,1,2023-02-15 15:25:29.832778,396
TRAN6170,CUST513,PROD143,1,2024-05-09 15:25:29.832779,337
TRAN6171,CUST452,PROD119,5,2024-01-17 15:25:29.832781,695
TRAN6172,CUST957,PROD80,2,2024-09-03 15:25:29.832782,28
TRAN6173,CUST3172,PROD118,3,2024-05-09 15:25:29.832784,777
TRAN6174,CUST4128,PROD121,1,2025-01-02 15:25:29.832786,244
TRAN6175,CUST1656,PROD186,2,2024-01-26 15:25:29.832787,358
TRAN6176,CUST615,PROD128,4,2024-01-30 15:25:29.832789,1864
TRAN6177,CUST666,PROD66,2,2023-09-04 15:25:29.832790,32
TRAN6178,CUST1584,PROD2,3,2023-07-05 15:25:29.832792,198
TRAN6179,CUST2744,PROD118,3,2023-10-15 15:25:29.832794,777
TRAN6180,CUST209,PROD5,3,2024-08-10 15:25:29.832795,111
TRAN6181,CUST393,PROD57,2,2024-06-10 15:25:29.832797,342
TRAN6182,CUST543,PROD104,3,2022-10-17 15:25:29.832798,1218
TRAN6183,CUST3074,PROD99,4,2022-12-13 15:25:29.832800,1112
TRAN6184,CUST4324,PROD106,1,2024-01-29 15:25:29.832801,61
TRAN6185,CUST459,PROD196,1,2023-06-05 15:25:29.832803,276
TRAN6186,CUST2288,PROD91,3,2024-12-01 15:25:29.832813,99
TRAN6187,CUST657,PROD103,3,2022-11-17 15:25:29.832815,255
TRAN6188,CUST2401,PROD4,5,2022-07-05 15:25:29.832816,340
TRAN6189,CUST4969,PROD1,2,2023-07-03 15:25:29.832818,1000
TRAN6190,CUST600,PROD173,2,2023-03-24 15:25:29.832820,576
TRAN6191,CUST2633,PROD116,1,2023-05-06 15:25:29.832821,141
TRAN6192,CUST446,PROD97,5,2023-08-28 15:25:29.832823,2185
TRAN6193,CUST3713,PROD184,1,2022-11-04 15:25:29.832824,188
TRAN6194,CUST3341,PROD36,5,2023-08-24 15:25:29.832826,1680
TRAN6195,CUST1452,PROD42,3,2022-05-20 15:25:29.832828,33
TRAN6196,CUST4275,PROD141,1,2024-03-19 15:25:29.832829,275
TRAN6197,CUST1605,PROD40,4,2022-12-02 15:25:29.832831,628
TRAN6198,CUST4772,PROD31,1,2022-06-26 15:25:29.832832,115
TRAN6199,CUST3632,PROD47,5,2024-02-03 15:25:29.832834,1840
TRAN6200,CUST3369,PROD176,1,2024-08-27 15:25:29.832836,240
TRAN6201,CUST1177,PROD166,4,2022-09-18 15:25:29.832837,812
TRAN6202,CUST413,PROD138,1,2024-08-14 15:25:29.832839,67
TRAN6203,CUST3018,PROD33,4,2023-05-31 15:25:29.832840,1648
TRAN6204,CUST1807,PROD31,4,2024-08-28 15:25:29.832842,460
TRAN6205,CUST2293,PROD149,4,2023-05-19 15:25:29.832844,1388
TRAN6206,CUST2213,PROD55,4,2023-11-12 15:25:29.832845,528
TRAN6207,CUST138,PROD129,5,2023-09-28 15:25:29.832847,1375
TRAN6208,CUST4058,PROD107,2,2022-11-21 15:25:29.832848,330
TRAN6209,CUST3610,PROD138,1,2024-12-31 15:25:29.832850,67
TRAN6210,CUST3627,PROD43,2,2024-08-01 15:25:29.832852,116
TRAN6211,CUST4906,PROD124,1,2024-01-27 15:25:29.832853,190
TRAN6212,CUST2307,PROD143,4,2023-04-30 15:25:29.832855,1348
TRAN6213,CUST3201,PROD67,3,2023-06-15 15:25:29.832856,1053
TRAN6214,CUST1330,PROD196,3,2022-11-14 15:25:29.832858,828
TRAN6215,CUST477,PROD113,2,2023-07-20 15:25:29.832860,772
TRAN6216,CUST3679,PROD35,5,2024-04-19 15:25:29.832861,935
TRAN6217,CUST1145,PROD110,2,2024-02-06 15:25:29.832863,362
TRAN6218,CUST3304,PROD67,2,2023-07-11 15:25:29.832864,702
TRAN6219,CUST3373,PROD182,4,2022-10-29 15:25:29.832866,1904
TRAN6220,CUST1066,PROD56,3,2024-03-13 15:25:29.832868,291
TRAN6221,CUST4885,PROD154,2,2022-07-14 15:25:29.832869,270
TRAN6222,CUST1124,PROD53,3,2024-03-19 15:25:29.832871,1422
TRAN6223,CUST2823,PROD51,3,2022-09-25 15:25:29.832873,498
TRAN6224,CUST160,PROD3,1,2024-04-18 15:25:29.832874,122
TRAN6225,CUST4551,PROD77,2,2024-09-17 15:25:29.832876,714
TRAN6226,CUST755,PROD185,3,2024-08-26 15:25:29.832877,1392
TRAN6227,CUST4032,PROD200,2,2022-09-26 15:25:29.832879,646
TRAN6228,CUST3885,PROD93,2,2024-12-27 15:25:29.832881,36
TRAN6229,CUST3150,PROD165,2,2024-03-11 15:25:29.832882,996
TRAN6230,CUST391,PROD151,1,2024-04-08 15:25:29.832884,192
TRAN6231,CUST1319,PROD111,1,2023-01-19 15:25:29.832885,241
TRAN6232,CUST4632,PROD146,1,2023-09-08 15:25:29.832887,220
TRAN6233,CUST4930,PROD43,2,2023-01-23 15:25:29.832889,116
TRAN6234,CUST548,PROD170,3,2022-07-23 15:25:29.832891,1377
TRAN6235,CUST2159,PROD195,3,2023-10-29 15:25:29.832892,918
TRAN6236,CUST187,PROD10,4,2022-06-24 15:25:29.832894,528
TRAN6237,CUST3255,PROD103,4,2024-08-05 15:25:29.832896,340
TRAN6238,CUST4293,PROD103,3,2022-09-27 15:25:29.832897,255
TRAN6239,CUST4371,PROD169,5,2022-11-23 15:25:29.832899,750
TRAN6240,CUST2153,PROD102,1,2022-08-29 15:25:29.832900,396
TRAN6241,CUST551,PROD9,3,2022-11-11 15:25:29.832902,438
TRAN6242,CUST1600,PROD70,5,2023-06-23 15:25:29.832904,905
TRAN6243,CUST1626,PROD140,5,2024-10-13 15:25:29.832905,1805
TRAN6244,CUST1661,PROD91,5,2024-07-28 15:25:29.832907,165
TRAN6245,CUST3719,PROD60,3,2023-05-31 15:25:29.832908,285
TRAN6246,CUST1902,PROD25,5,2023-09-06 15:25:29.832912,1925
TRAN6247,CUST731,PROD47,4,2023-04-03 15:25:29.832913,1472
TRAN6248,CUST1087,PROD52,4,2023-03-01 15:25:29.832915,1784
TRAN6249,CUST2574,PROD65,1,2022-08-17 15:25:29.832917,82
TRAN6250,CUST2932,PROD168,2,2023-03-07 15:25:29.832918,130
TRAN6251,CUST1403,PROD68,1,2023-07-08 15:25:29.832920,252
TRAN6252,CUST1660,PROD53,4,2023-12-20 15:25:29.832921,1896
TRAN6253,CUST2825,PROD88,1,2023-11-03 15:25:29.832923,136
TRAN6254,CUST3288,PROD134,3,2024-06-04 15:25:29.832924,1413
TRAN6255,CUST891,PROD187,4,2024-05-25 15:25:29.832926,840
TRAN6256,CUST3828,PROD71,5,2023-04-08 15:25:29.832928,100
TRAN6257,CUST4463,PROD149,2,2024-01-26 15:25:29.832929,694
TRAN6258,CUST649,PROD144,3,2023-03-14 15:25:29.832931,60
TRAN6259,CUST3804,PROD24,5,2022-09-02 15:25:29.832932,610
TRAN6260,CUST88,PROD29,2,2023-03-03 15:25:29.832934,294
TRAN6261,CUST1679,PROD134,2,2024-06-07 15:25:29.832936,942
TRAN6262,CUST1346,PROD169,1,2023-10-26 15:25:29.832937,150
TRAN6263,CUST833,PROD80,1,2025-01-05 15:25:29.832939,14
TRAN6264,CUST644,PROD111,3,2022-09-23 15:25:29.832940,723
TRAN6265,CUST4940,PROD90,2,2023-04-28 15:25:29.832942,132
TRAN6266,CUST1339,PROD26,3,2023-11-23 15:25:29.832943,1293
TRAN6267,CUST4,PROD40,3,2023-01-01 15:25:29.832945,471
TRAN6268,CUST3112,PROD67,3,2024-06-28 15:25:29.832947,1053
TRAN6269,CUST923,PROD47,4,2024-09-07 15:25:29.832948,1472
TRAN6270,CUST1793,PROD31,2,2024-07-07 15:25:29.832950,230
TRAN6271,CUST3457,PROD8,4,2024-12-13 15:25:29.832951,1216
TRAN6272,CUST1950,PROD100,4,2025-01-31 15:25:29.832953,1068
TRAN6273,CUST4205,PROD192,5,2023-05-04 15:25:29.832954,840
TRAN6274,CUST2604,PROD61,5,2024-11-19 15:25:29.832956,525
TRAN6275,CUST1085,PROD120,5,2023-11-10 15:25:29.832958,980
TRAN6276,CUST3832,PROD143,2,2024-11-08 15:25:29.832959,674
TRAN6277,CUST4062,PROD175,4,2023-05-22 15:25:29.832961,1908
TRAN6278,CUST4474,PROD23,5,2022-05-12 15:25:29.832962,305
TRAN6279,CUST4698,PROD122,4,2022-09-07 15:25:29.832964,64
TRAN6280,CUST2826,PROD194,2,2023-01-13 15:25:29.832966,62
TRAN6281,CUST3081,PROD182,4,2024-02-07 15:25:29.832967,1904
TRAN6282,CUST994,PROD5,3,2022-05-21 15:25:29.832969,111
TRAN6283,CUST1560,PROD79,3,2024-02-05 15:25:29.832970,1338
TRAN6284,CUST1788,PROD144,3,2022-08-22 15:25:29.832972,60
TRAN6285,CUST3666,PROD182,5,2022-10-08 15:25:29.832974,2380
TRAN6286,CUST609,PROD186,5,2023-10-04 15:25:29.832975,895
TRAN6287,CUST4467,PROD58,1,2022-11-13 15:25:29.832977,358
TRAN6288,CUST2431,PROD97,1,2023-11-21 15:25:29.832979,437
TRAN6289,CUST2516,PROD65,4,2024-07-25 15:25:29.832980,328
TRAN6290,CUST2168,PROD161,2,2024-09-21 15:25:29.832982,782
TRAN6291,CUST4855,PROD136,2,2023-06-05 15:25:29.832983,630
TRAN6292,CUST403,PROD25,4,2022-08-13 15:25:29.832985,1540
TRAN6293,CUST1382,PROD22,4,2024-01-17 15:25:29.832986,844
TRAN6294,CUST4742,PROD177,2,2023-04-11 15:25:29.832988,1000
TRAN6295,CUST2647,PROD106,5,2022-10-07 15:25:29.832990,305
TRAN6296,CUST392,PROD187,2,2024-10-04 15:25:29.832991,420
TRAN6297,CUST1154,PROD87,1,2023-12-29 15:25:29.832993,457
TRAN6298,CUST3241,PROD149,4,2022-09-13 15:25:29.832995,1388
TRAN6299,CUST2409,PROD90,1,2023-12-08 15:25:29.832996,66
TRAN6300,CUST4181,PROD93,3,2024-09-27 15:25:29.832998,54
TRAN6301,CUST353,PROD189,2,2024-11-23 15:25:29.832999,446
TRAN6302,CUST775,PROD142,5,2022-08-22 15:25:29.833001,1910
TRAN6303,CUST3533,PROD161,3,2024-02-13 15:25:29.833002,1173
TRAN6304,CUST2257,PROD182,2,2023-02-27 15:25:29.833004,952
TRAN6305,CUST2333,PROD96,5,2023-11-28 15:25:29.833006,790
TRAN6306,CUST434,PROD147,5,2023-04-25 15:25:29.833007,2240
TRAN6307,CUST1938,PROD67,2,2022-09-20 15:25:29.833009,702
TRAN6308,CUST3701,PROD43,1,2022-09-30 15:25:29.833010,58
TRAN6309,CUST1679,PROD19,1,2023-10-08 15:25:29.833012,376
TRAN6310,CUST2050,PROD160,5,2024-05-03 15:25:29.833014,575
TRAN6311,CUST833,PROD64,2,2022-11-11 15:25:29.833015,486
