Sales_Date,Region,Quantity_Sold,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Category,Product_ID,mean,std,cv,safety_stock
2023-04-18,North,309.0,,,,,,,,,,,,,,,,,,,
2023-04-18,South,468.0,,,,,,,,,,,,,,,,,,,
2023-04-18,West,242.0,,,,,,,,,,,,,,,,,,,
2023-04-19,East,439.0,,,,,,,,,,,,,,,,,,,
2023-04-19,North,365.0,,,,,,,,,,,,,,,,,,,
2023-04-19,South,283.0,,,,,,,,,,,,,,,,,,,
2023-04-19,West,362.0,,,,,,,,,,,,,,,,,,,
2023-04-20,East,334.0,,,,,,,,,,,,,,,,,,,
2023-04-20,North,209.0,,,,,,,,,,,,,,,,,,,
2023-04-20,South,383.0,,,,,,,,,,,,,,,,,,,
2023-04-20,West,317.0,,,,,,,,,,,,,,,,,,,
2023-04-21,East,244.0,,,,,,,,,,,,,,,,,,,
2023-04-21,North,371.0,,,,,,,,,,,,,,,,,,,
2023-04-21,South,384.0,,,,,,,,,,,,,,,,,,,
2023-04-21,West,512.0,,,,,,,,,,,,,,,,,,,
2023-04-22,East,349.0,,,,,,,,,,,,,,,,,,,
2023-04-22,North,316.0,,,,,,,,,,,,,,,,,,,
2023-04-22,South,308.0,,,,,,,,,,,,,,,,,,,
2023-04-22,West,510.0,,,,,,,,,,,,,,,,,,,
2023-04-23,East,352.0,,,,,,,,,,,,,,,,,,,
2023-04-23,North,270.0,,,,,,,,,,,,,,,,,,,
2023-04-23,South,399.0,,,,,,,,,,,,,,,,,,,
2023-04-23,West,262.0,,,,,,,,,,,,,,,,,,,
2023-04-24,East,279.0,,,,,,,,,,,,,,,,,,,
2023-04-24,North,379.0,,,,,,,,,,,,,,,,,,,
2023-04-24,South,352.0,,,,,,,,,,,,,,,,,,,
2023-04-24,West,358.0,,,,,,,,,,,,,,,,,,,
2023-04-25,East,405.0,,,,,,,,,,,,,,,,,,,
2023-04-25,North,363.0,,,,,,,,,,,,,,,,,,,
2023-04-25,South,508.0,,,,,,,,,,,,,,,,,,,
2023-04-25,West,361.0,,,,,,,,,,,,,,,,,,,
2023-04-26,East,360.0,,,,,,,,,,,,,,,,,,,
2023-04-26,North,393.0,,,,,,,,,,,,,,,,,,,
2023-04-26,South,286.0,,,,,,,,,,,,,,,,,,,
2023-04-26,West,338.0,,,,,,,,,,,,,,,,,,,
2023-04-27,East,357.0,,,,,,,,,,,,,,,,,,,
2023-04-27,North,364.0,,,,,,,,,,,,,,,,,,,
2023-04-27,South,375.0,,,,,,,,,,,,,,,,,,,
2023-04-27,West,339.0,,,,,,,,,,,,,,,,,,,
2023-04-28,East,458.0,,,,,,,,,,,,,,,,,,,
2023-04-28,North,257.0,,,,,,,,,,,,,,,,,,,
2023-04-28,South,428.0,,,,,,,,,,,,,,,,,,,
2023-04-28,West,288.0,,,,,,,,,,,,,,,,,,,
2023-04-29,East,389.0,,,,,,,,,,,,,,,,,,,
2023-04-29,North,325.0,,,,,,,,,,,,,,,,,,,
2023-04-29,South,275.0,,,,,,,,,,,,,,,,,,,
2023-04-29,West,338.0,,,,,,,,,,,,,,,,,,,
2023-04-30,East,424.0,,,,,,,,,,,,,,,,,,,
2023-04-30,North,226.0,,,,,,,,,,,,,,,,,,,
2023-04-30,South,374.0,,,,,,,,,,,,,,,,,,,
2023-04-30,West,399.0,,,,,,,,,,,,,,,,,,,
2023-05-01,East,318.0,,,,,,,,,,,,,,,,,,,
2023-05-01,North,337.0,,,,,,,,,,,,,,,,,,,
2023-05-01,South,279.0,,,,,,,,,,,,,,,,,,,
2023-05-01,West,418.0,,,,,,,,,,,,,,,,,,,
2023-05-02,East,285.0,,,,,,,,,,,,,,,,,,,
2023-05-02,North,232.0,,,,,,,,,,,,,,,,,,,
2023-05-02,South,382.0,,,,,,,,,,,,,,,,,,,
2023-05-02,West,280.0,,,,,,,,,,,,,,,,,,,
2023-05-03,East,486.0,,,,,,,,,,,,,,,,,,,
2023-05-03,North,239.0,,,,,,,,,,,,,,,,,,,
2023-05-03,South,240.0,,,,,,,,,,,,,,,,,,,
2023-05-03,West,331.0,,,,,,,,,,,,,,,,,,,
2023-05-04,East,298.0,,,,,,,,,,,,,,,,,,,
2023-05-04,North,409.0,,,,,,,,,,,,,,,,,,,
2023-05-04,South,403.0,,,,,,,,,,,,,,,,,,,
2023-05-04,West,346.0,,,,,,,,,,,,,,,,,,,
2023-05-05,East,354.0,,,,,,,,,,,,,,,,,,,
2023-05-05,North,301.0,,,,,,,,,,,,,,,,,,,
2023-05-05,South,346.0,,,,,,,,,,,,,,,,,,,
2023-05-05,West,458.0,,,,,,,,,,,,,,,,,,,
2023-05-06,East,308.0,,,,,,,,,,,,,,,,,,,
2023-05-06,North,389.0,,,,,,,,,,,,,,,,,,,
2023-05-06,South,362.0,,,,,,,,,,,,,,,,,,,
2023-05-06,West,348.0,,,,,,,,,,,,,,,,,,,
2023-05-07,East,429.0,,,,,,,,,,,,,,,,,,,
2023-05-07,North,408.0,,,,,,,,,,,,,,,,,,,
2023-05-07,South,362.0,,,,,,,,,,,,,,,,,,,
2023-05-07,West,337.0,,,,,,,,,,,,,,,,,,,
2023-05-08,East,285.0,,,,,,,,,,,,,,,,,,,
2023-05-08,North,379.0,,,,,,,,,,,,,,,,,,,
2023-05-08,South,336.0,,,,,,,,,,,,,,,,,,,
2023-05-08,West,211.0,,,,,,,,,,,,,,,,,,,
2023-05-09,East,334.0,,,,,,,,,,,,,,,,,,,
2023-05-09,North,412.0,,,,,,,,,,,,,,,,,,,
2023-05-09,South,272.0,,,,,,,,,,,,,,,,,,,
2023-05-09,West,330.0,,,,,,,,,,,,,,,,,,,
2023-05-10,East,320.0,,,,,,,,,,,,,,,,,,,
2023-05-10,North,372.0,,,,,,,,,,,,,,,,,,,
2023-05-10,South,411.0,,,,,,,,,,,,,,,,,,,
2023-05-10,West,352.0,,,,,,,,,,,,,,,,,,,
2023-05-11,East,456.0,,,,,,,,,,,,,,,,,,,
2023-05-11,North,326.0,,,,,,,,,,,,,,,,,,,
2023-05-11,South,350.0,,,,,,,,,,,,,,,,,,,
2023-05-11,West,384.0,,,,,,,,,,,,,,,,,,,
2023-05-12,East,289.0,,,,,,,,,,,,,,,,,,,
2023-05-12,North,316.0,,,,,,,,,,,,,,,,,,,
2023-05-12,South,420.0,,,,,,,,,,,,,,,,,,,
2023-05-12,West,196.0,,,,,,,,,,,,,,,,,,,
2023-05-13,East,332.0,,,,,,,,,,,,,,,,,,,
2023-05-13,North,325.0,,,,,,,,,,,,,,,,,,,
2023-05-13,South,203.0,,,,,,,,,,,,,,,,,,,
2023-05-13,West,306.0,,,,,,,,,,,,,,,,,,,
2023-05-14,East,419.0,,,,,,,,,,,,,,,,,,,
2023-05-14,North,457.0,,,,,,,,,,,,,,,,,,,
2023-05-14,South,286.0,,,,,,,,,,,,,,,,,,,
2023-05-14,West,338.0,,,,,,,,,,,,,,,,,,,
2023-05-15,East,390.0,,,,,,,,,,,,,,,,,,,
2023-05-15,North,396.0,,,,,,,,,,,,,,,,,,,
2023-05-15,South,375.0,,,,,,,,,,,,,,,,,,,
2023-05-15,West,213.0,,,,,,,,,,,,,,,,,,,
2023-05-16,East,328.0,,,,,,,,,,,,,,,,,,,
2023-05-16,North,320.0,,,,,,,,,,,,,,,,,,,
2023-05-16,South,335.0,,,,,,,,,,,,,,,,,,,
2023-05-16,West,322.0,,,,,,,,,,,,,,,,,,,
2023-05-17,East,371.0,,,,,,,,,,,,,,,,,,,
2023-05-17,North,298.0,,,,,,,,,,,,,,,,,,,
2023-05-17,South,402.0,,,,,,,,,,,,,,,,,,,
2023-05-17,West,352.0,,,,,,,,,,,,,,,,,,,
2023-05-18,East,388.0,,,,,,,,,,,,,,,,,,,
2023-05-18,North,384.0,,,,,,,,,,,,,,,,,,,
2023-05-18,South,322.0,,,,,,,,,,,,,,,,,,,
2023-05-18,West,315.0,,,,,,,,,,,,,,,,,,,
2023-05-19,East,338.0,,,,,,,,,,,,,,,,,,,
2023-05-19,North,297.0,,,,,,,,,,,,,,,,,,,
2023-05-19,South,384.0,,,,,,,,,,,,,,,,,,,
2023-05-19,West,348.0,,,,,,,,,,,,,,,,,,,
2023-05-20,East,286.0,,,,,,,,,,,,,,,,,,,
2023-05-20,North,367.0,,,,,,,,,,,,,,,,,,,
2023-05-20,South,266.0,,,,,,,,,,,,,,,,,,,
2023-05-20,West,335.0,,,,,,,,,,,,,,,,,,,
2023-05-21,East,401.0,,,,,,,,,,,,,,,,,,,
2023-05-21,North,411.0,,,,,,,,,,,,,,,,,,,
2023-05-21,South,441.0,,,,,,,,,,,,,,,,,,,
2023-05-21,West,295.0,,,,,,,,,,,,,,,,,,,
2023-05-22,East,391.0,,,,,,,,,,,,,,,,,,,
2023-05-22,North,303.0,,,,,,,,,,,,,,,,,,,
2023-05-22,South,262.0,,,,,,,,,,,,,,,,,,,
2023-05-22,West,400.0,,,,,,,,,,,,,,,,,,,
2023-05-23,East,337.0,,,,,,,,,,,,,,,,,,,
2023-05-23,North,273.0,,,,,,,,,,,,,,,,,,,
2023-05-23,South,344.0,,,,,,,,,,,,,,,,,,,
2023-05-23,West,298.0,,,,,,,,,,,,,,,,,,,
2023-05-24,East,339.0,,,,,,,,,,,,,,,,,,,
2023-05-24,North,460.0,,,,,,,,,,,,,,,,,,,
2023-05-24,South,341.0,,,,,,,,,,,,,,,,,,,
2023-05-24,West,447.0,,,,,,,,,,,,,,,,,,,
2023-05-25,East,342.0,,,,,,,,,,,,,,,,,,,
2023-05-25,North,384.0,,,,,,,,,,,,,,,,,,,
2023-05-25,South,218.0,,,,,,,,,,,,,,,,,,,
2023-05-25,West,376.0,,,,,,,,,,,,,,,,,,,
2023-05-26,East,214.0,,,,,,,,,,,,,,,,,,,
2023-05-26,North,377.0,,,,,,,,,,,,,,,,,,,
2023-05-26,South,261.0,,,,,,,,,,,,,,,,,,,
2023-05-26,West,192.0,,,,,,,,,,,,,,,,,,,
2023-05-27,East,288.0,,,,,,,,,,,,,,,,,,,
2023-05-27,North,270.0,,,,,,,,,,,,,,,,,,,
2023-05-27,South,370.0,,,,,,,,,,,,,,,,,,,
2023-05-27,West,203.0,,,,,,,,,,,,,,,,,,,
2023-05-28,East,379.0,,,,,,,,,,,,,,,,,,,
2023-05-28,North,303.0,,,,,,,,,,,,,,,,,,,
2023-05-28,South,351.0,,,,,,,,,,,,,,,,,,,
2023-05-28,West,445.0,,,,,,,,,,,,,,,,,,,
2023-05-29,East,281.0,,,,,,,,,,,,,,,,,,,
2023-05-29,North,336.0,,,,,,,,,,,,,,,,,,,
2023-05-29,South,333.0,,,,,,,,,,,,,,,,,,,
2023-05-29,West,341.0,,,,,,,,,,,,,,,,,,,
2023-05-30,East,309.0,,,,,,,,,,,,,,,,,,,
2023-05-30,North,181.0,,,,,,,,,,,,,,,,,,,
2023-05-30,South,328.0,,,,,,,,,,,,,,,,,,,
2023-05-30,West,351.0,,,,,,,,,,,,,,,,,,,
2023-05-31,East,283.0,,,,,,,,,,,,,,,,,,,
2023-05-31,North,343.0,,,,,,,,,,,,,,,,,,,
2023-05-31,South,318.0,,,,,,,,,,,,,,,,,,,
2023-05-31,West,408.0,,,,,,,,,,,,,,,,,,,
2023-06-01,East,293.0,,,,,,,,,,,,,,,,,,,
2023-06-01,North,355.0,,,,,,,,,,,,,,,,,,,
2023-06-01,South,373.0,,,,,,,,,,,,,,,,,,,
2023-06-01,West,345.0,,,,,,,,,,,,,,,,,,,
2023-06-02,East,376.0,,,,,,,,,,,,,,,,,,,
2023-06-02,North,266.0,,,,,,,,,,,,,,,,,,,
2023-06-02,South,278.0,,,,,,,,,,,,,,,,,,,
2023-06-02,West,353.0,,,,,,,,,,,,,,,,,,,
2023-06-03,East,454.0,,,,,,,,,,,,,,,,,,,
2023-06-03,North,376.0,,,,,,,,,,,,,,,,,,,
2023-06-03,South,373.0,,,,,,,,,,,,,,,,,,,
2023-06-03,West,219.0,,,,,,,,,,,,,,,,,,,
2023-06-04,East,441.0,,,,,,,,,,,,,,,,,,,
2023-06-04,North,381.0,,,,,,,,,,,,,,,,,,,
2023-06-04,South,253.0,,,,,,,,,,,,,,,,,,,
2023-06-04,West,397.0,,,,,,,,,,,,,,,,,,,
2023-06-05,East,330.0,,,,,,,,,,,,,,,,,,,
2023-06-05,North,257.0,,,,,,,,,,,,,,,,,,,
2023-06-05,South,380.0,,,,,,,,,,,,,,,,,,,
2023-06-05,West,391.0,,,,,,,,,,,,,,,,,,,
2023-06-06,East,413.0,,,,,,,,,,,,,,,,,,,
2023-06-06,North,389.0,,,,,,,,,,,,,,,,,,,
2023-06-06,South,285.0,,,,,,,,,,,,,,,,,,,
2023-06-06,West,361.0,,,,,,,,,,,,,,,,,,,
2023-06-07,East,344.0,,,,,,,,,,,,,,,,,,,
2023-06-07,North,301.0,,,,,,,,,,,,,,,,,,,
2023-06-07,South,362.0,,,,,,,,,,,,,,,,,,,
2023-06-07,West,327.0,,,,,,,,,,,,,,,,,,,
2023-06-08,East,391.0,,,,,,,,,,,,,,,,,,,
2023-06-08,North,329.0,,,,,,,,,,,,,,,,,,,
2023-06-08,South,338.0,,,,,,,,,,,,,,,,,,,
2023-06-08,West,420.0,,,,,,,,,,,,,,,,,,,
2023-06-09,East,373.0,,,,,,,,,,,,,,,,,,,
2023-06-09,North,380.0,,,,,,,,,,,,,,,,,,,
2023-06-09,South,328.0,,,,,,,,,,,,,,,,,,,
2023-06-09,West,320.0,,,,,,,,,,,,,,,,,,,
2023-06-10,East,352.0,,,,,,,,,,,,,,,,,,,
2023-06-10,North,336.0,,,,,,,,,,,,,,,,,,,
2023-06-10,South,305.0,,,,,,,,,,,,,,,,,,,
2023-06-10,West,351.0,,,,,,,,,,,,,,,,,,,
2023-06-11,East,371.0,,,,,,,,,,,,,,,,,,,
2023-06-11,North,330.0,,,,,,,,,,,,,,,,,,,
2023-06-11,South,388.0,,,,,,,,,,,,,,,,,,,
2023-06-11,West,321.0,,,,,,,,,,,,,,,,,,,
2023-06-12,East,281.0,,,,,,,,,,,,,,,,,,,
2023-06-12,North,234.0,,,,,,,,,,,,,,,,,,,
2023-06-12,South,237.0,,,,,,,,,,,,,,,,,,,
2023-06-12,West,173.0,,,,,,,,,,,,,,,,,,,
2023-06-13,East,274.0,,,,,,,,,,,,,,,,,,,
2023-06-13,North,230.0,,,,,,,,,,,,,,,,,,,
2023-06-13,South,378.0,,,,,,,,,,,,,,,,,,,
2023-06-13,West,388.0,,,,,,,,,,,,,,,,,,,
2023-06-14,East,377.0,,,,,,,,,,,,,,,,,,,
2023-06-14,North,278.0,,,,,,,,,,,,,,,,,,,
2023-06-14,South,377.0,,,,,,,,,,,,,,,,,,,
2023-06-14,West,469.0,,,,,,,,,,,,,,,,,,,
2023-06-15,East,290.0,,,,,,,,,,,,,,,,,,,
2023-06-15,North,377.0,,,,,,,,,,,,,,,,,,,
2023-06-15,South,288.0,,,,,,,,,,,,,,,,,,,
2023-06-15,West,307.0,,,,,,,,,,,,,,,,,,,
2023-06-16,East,234.0,,,,,,,,,,,,,,,,,,,
2023-06-16,North,296.0,,,,,,,,,,,,,,,,,,,
2023-06-16,South,345.0,,,,,,,,,,,,,,,,,,,
2023-06-16,West,339.0,,,,,,,,,,,,,,,,,,,
2023-06-17,East,459.0,,,,,,,,,,,,,,,,,,,
2023-06-17,North,367.0,,,,,,,,,,,,,,,,,,,
2023-06-17,South,294.0,,,,,,,,,,,,,,,,,,,
2023-06-17,West,259.0,,,,,,,,,,,,,,,,,,,
2023-06-18,East,259.0,,,,,,,,,,,,,,,,,,,
2023-06-18,North,176.0,,,,,,,,,,,,,,,,,,,
2023-06-18,South,481.0,,,,,,,,,,,,,,,,,,,
2023-06-18,West,363.0,,,,,,,,,,,,,,,,,,,
2023-06-19,East,233.0,,,,,,,,,,,,,,,,,,,
2023-06-19,North,300.0,,,,,,,,,,,,,,,,,,,
2023-06-19,South,253.0,,,,,,,,,,,,,,,,,,,
2023-06-19,West,299.0,,,,,,,,,,,,,,,,,,,
2023-06-20,East,305.0,,,,,,,,,,,,,,,,,,,
2023-06-20,North,290.0,,,,,,,,,,,,,,,,,,,
2023-06-20,South,328.0,,,,,,,,,,,,,,,,,,,
2023-06-20,West,381.0,,,,,,,,,,,,,,,,,,,
2023-06-21,East,294.0,,,,,,,,,,,,,,,,,,,
2023-06-21,North,351.0,,,,,,,,,,,,,,,,,,,
2023-06-21,South,437.0,,,,,,,,,,,,,,,,,,,
2023-06-21,West,325.0,,,,,,,,,,,,,,,,,,,
2023-06-22,East,481.0,,,,,,,,,,,,,,,,,,,
2023-06-22,North,381.0,,,,,,,,,,,,,,,,,,,
2023-06-22,South,346.0,,,,,,,,,,,,,,,,,,,
2023-06-22,West,424.0,,,,,,,,,,,,,,,,,,,
2023-06-23,East,472.0,,,,,,,,,,,,,,,,,,,
2023-06-23,North,403.0,,,,,,,,,,,,,,,,,,,
2023-06-23,South,351.0,,,,,,,,,,,,,,,,,,,
2023-06-23,West,275.0,,,,,,,,,,,,,,,,,,,
2023-06-24,East,349.0,,,,,,,,,,,,,,,,,,,
2023-06-24,North,303.0,,,,,,,,,,,,,,,,,,,
2023-06-24,South,349.0,,,,,,,,,,,,,,,,,,,
2023-06-24,West,395.0,,,,,,,,,,,,,,,,,,,
2023-06-25,East,324.0,,,,,,,,,,,,,,,,,,,
2023-06-25,North,268.0,,,,,,,,,,,,,,,,,,,
2023-06-25,South,238.0,,,,,,,,,,,,,,,,,,,
2023-06-25,West,437.0,,,,,,,,,,,,,,,,,,,
2023-06-26,East,266.0,,,,,,,,,,,,,,,,,,,
2023-06-26,North,219.0,,,,,,,,,,,,,,,,,,,
2023-06-26,South,214.0,,,,,,,,,,,,,,,,,,,
2023-06-26,West,453.0,,,,,,,,,,,,,,,,,,,
2023-06-27,East,393.0,,,,,,,,,,,,,,,,,,,
2023-06-27,North,359.0,,,,,,,,,,,,,,,,,,,
2023-06-27,South,338.0,,,,,,,,,,,,,,,,,,,
2023-06-27,West,374.0,,,,,,,,,,,,,,,,,,,
2023-06-28,East,383.0,,,,,,,,,,,,,,,,,,,
2023-06-28,North,361.0,,,,,,,,,,,,,,,,,,,
2023-06-28,South,418.0,,,,,,,,,,,,,,,,,,,
2023-06-28,West,258.0,,,,,,,,,,,,,,,,,,,
2023-06-29,East,251.0,,,,,,,,,,,,,,,,,,,
2023-06-29,North,464.0,,,,,,,,,,,,,,,,,,,
2023-06-29,South,322.0,,,,,,,,,,,,,,,,,,,
2023-06-29,West,342.0,,,,,,,,,,,,,,,,,,,
2023-06-30,East,280.0,,,,,,,,,,,,,,,,,,,
2023-06-30,North,441.0,,,,,,,,,,,,,,,,,,,
2023-06-30,South,313.0,,,,,,,,,,,,,,,,,,,
2023-06-30,West,417.0,,,,,,,,,,,,,,,,,,,
2023-07-01,East,427.0,,,,,,,,,,,,,,,,,,,
2023-07-01,North,326.0,,,,,,,,,,,,,,,,,,,
2023-07-01,South,383.0,,,,,,,,,,,,,,,,,,,
2023-07-01,West,434.0,,,,,,,,,,,,,,,,,,,
2023-07-02,East,276.0,,,,,,,,,,,,,,,,,,,
2023-07-02,North,297.0,,,,,,,,,,,,,,,,,,,
2023-07-02,South,257.0,,,,,,,,,,,,,,,,,,,
2023-07-02,West,333.0,,,,,,,,,,,,,,,,,,,
2023-07-03,East,267.0,,,,,,,,,,,,,,,,,,,
2023-07-03,North,317.0,,,,,,,,,,,,,,,,,,,
2023-07-03,South,284.0,,,,,,,,,,,,,,,,,,,
2023-07-03,West,366.0,,,,,,,,,,,,,,,,,,,
2023-07-04,East,358.0,,,,,,,,,,,,,,,,,,,
2023-07-04,North,385.0,,,,,,,,,,,,,,,,,,,
2023-07-04,South,370.0,,,,,,,,,,,,,,,,,,,
2023-07-04,West,392.0,,,,,,,,,,,,,,,,,,,
2023-07-05,East,344.0,,,,,,,,,,,,,,,,,,,
2023-07-05,North,346.0,,,,,,,,,,,,,,,,,,,
2023-07-05,South,281.0,,,,,,,,,,,,,,,,,,,
2023-07-05,West,386.0,,,,,,,,,,,,,,,,,,,
2023-07-06,East,309.0,,,,,,,,,,,,,,,,,,,
2023-07-06,North,229.0,,,,,,,,,,,,,,,,,,,
2023-07-06,South,381.0,,,,,,,,,,,,,,,,,,,
2023-07-06,West,341.0,,,,,,,,,,,,,,,,,,,
2023-07-07,East,335.0,,,,,,,,,,,,,,,,,,,
2023-07-07,North,440.0,,,,,,,,,,,,,,,,,,,
2023-07-07,South,346.0,,,,,,,,,,,,,,,,,,,
2023-07-07,West,503.0,,,,,,,,,,,,,,,,,,,
2023-07-08,East,189.0,,,,,,,,,,,,,,,,,,,
2023-07-08,North,362.0,,,,,,,,,,,,,,,,,,,
2023-07-08,South,376.0,,,,,,,,,,,,,,,,,,,
2023-07-08,West,261.0,,,,,,,,,,,,,,,,,,,
2023-07-09,East,234.0,,,,,,,,,,,,,,,,,,,
2023-07-09,North,167.0,,,,,,,,,,,,,,,,,,,
2023-07-09,South,323.0,,,,,,,,,,,,,,,,,,,
2023-07-09,West,364.0,,,,,,,,,,,,,,,,,,,
2023-07-10,East,340.0,,,,,,,,,,,,,,,,,,,
2023-07-10,North,210.0,,,,,,,,,,,,,,,,,,,
2023-07-10,South,369.0,,,,,,,,,,,,,,,,,,,
2023-07-10,West,308.0,,,,,,,,,,,,,,,,,,,
2023-07-11,East,371.0,,,,,,,,,,,,,,,,,,,
2023-07-11,North,468.0,,,,,,,,,,,,,,,,,,,
2023-07-11,South,324.0,,,,,,,,,,,,,,,,,,,
2023-07-11,West,334.0,,,,,,,,,,,,,,,,,,,
2023-07-12,East,293.0,,,,,,,,,,,,,,,,,,,
2023-07-12,North,480.0,,,,,,,,,,,,,,,,,,,
2023-07-12,South,450.0,,,,,,,,,,,,,,,,,,,
2023-07-12,West,308.0,,,,,,,,,,,,,,,,,,,
2023-07-13,East,429.0,,,,,,,,,,,,,,,,,,,
2023-07-13,North,408.0,,,,,,,,,,,,,,,,,,,
2023-07-13,South,375.0,,,,,,,,,,,,,,,,,,,
2023-07-13,West,256.0,,,,,,,,,,,,,,,,,,,
2023-07-14,East,559.0,,,,,,,,,,,,,,,,,,,
2023-07-14,North,534.0,,,,,,,,,,,,,,,,,,,
2023-07-14,South,459.0,,,,,,,,,,,,,,,,,,,
2023-07-14,West,258.0,,,,,,,,,,,,,,,,,,,
2023-07-15,East,356.0,,,,,,,,,,,,,,,,,,,
2023-07-15,North,264.0,,,,,,,,,,,,,,,,,,,
2023-07-15,South,214.0,,,,,,,,,,,,,,,,,,,
2023-07-15,West,329.0,,,,,,,,,,,,,,,,,,,
2023-07-16,East,449.0,,,,,,,,,,,,,,,,,,,
2023-07-16,North,288.0,,,,,,,,,,,,,,,,,,,
2023-07-16,South,397.0,,,,,,,,,,,,,,,,,,,
2023-07-16,West,318.0,,,,,,,,,,,,,,,,,,,
2023-07-17,East,275.0,,,,,,,,,,,,,,,,,,,
2023-07-17,North,405.0,,,,,,,,,,,,,,,,,,,
2023-07-17,South,391.0,,,,,,,,,,,,,,,,,,,
2023-07-17,West,299.0,,,,,,,,,,,,,,,,,,,
2023-07-18,East,334.0,,,,,,,,,,,,,,,,,,,
2023-07-18,North,441.0,,,,,,,,,,,,,,,,,,,
2023-07-18,South,366.0,,,,,,,,,,,,,,,,,,,
2023-07-18,West,297.0,,,,,,,,,,,,,,,,,,,
2023-07-19,East,434.0,,,,,,,,,,,,,,,,,,,
2023-07-19,North,352.0,,,,,,,,,,,,,,,,,,,
2023-07-19,South,290.0,,,,,,,,,,,,,,,,,,,
2023-07-19,West,398.0,,,,,,,,,,,,,,,,,,,
2023-07-20,East,284.0,,,,,,,,,,,,,,,,,,,
2023-07-20,North,258.0,,,,,,,,,,,,,,,,,,,
2023-07-20,South,303.0,,,,,,,,,,,,,,,,,,,
2023-07-20,West,426.0,,,,,,,,,,,,,,,,,,,
2023-07-21,East,304.0,,,,,,,,,,,,,,,,,,,
2023-07-21,North,365.0,,,,,,,,,,,,,,,,,,,
2023-07-21,South,365.0,,,,,,,,,,,,,,,,,,,
2023-07-21,West,247.0,,,,,,,,,,,,,,,,,,,
2023-07-22,East,348.0,,,,,,,,,,,,,,,,,,,
2023-07-22,North,299.0,,,,,,,,,,,,,,,,,,,
2023-07-22,South,282.0,,,,,,,,,,,,,,,,,,,
2023-07-22,West,316.0,,,,,,,,,,,,,,,,,,,
2023-07-23,East,216.0,,,,,,,,,,,,,,,,,,,
2023-07-23,North,377.0,,,,,,,,,,,,,,,,,,,
2023-07-23,South,367.0,,,,,,,,,,,,,,,,,,,
2023-07-23,West,306.0,,,,,,,,,,,,,,,,,,,
2023-07-24,East,453.0,,,,,,,,,,,,,,,,,,,
2023-07-24,North,398.0,,,,,,,,,,,,,,,,,,,
2023-07-24,South,361.0,,,,,,,,,,,,,,,,,,,
2023-07-24,West,326.0,,,,,,,,,,,,,,,,,,,
2023-07-25,East,314.0,,,,,,,,,,,,,,,,,,,
2023-07-25,North,355.0,,,,,,,,,,,,,,,,,,,
2023-07-25,South,323.0,,,,,,,,,,,,,,,,,,,
2023-07-25,West,246.0,,,,,,,,,,,,,,,,,,,
2023-07-26,East,288.0,,,,,,,,,,,,,,,,,,,
2023-07-26,North,312.0,,,,,,,,,,,,,,,,,,,
2023-07-26,South,397.0,,,,,,,,,,,,,,,,,,,
2023-07-26,West,369.0,,,,,,,,,,,,,,,,,,,
2023-07-27,East,324.0,,,,,,,,,,,,,,,,,,,
2023-07-27,North,407.0,,,,,,,,,,,,,,,,,,,
2023-07-27,South,311.0,,,,,,,,,,,,,,,,,,,
2023-07-27,West,361.0,,,,,,,,,,,,,,,,,,,
2023-07-28,East,281.0,,,,,,,,,,,,,,,,,,,
2023-07-28,North,371.0,,,,,,,,,,,,,,,,,,,
2023-07-28,South,300.0,,,,,,,,,,,,,,,,,,,
2023-07-28,West,421.0,,,,,,,,,,,,,,,,,,,
2023-07-29,East,238.0,,,,,,,,,,,,,,,,,,,
2023-07-29,North,406.0,,,,,,,,,,,,,,,,,,,
2023-07-29,South,362.0,,,,,,,,,,,,,,,,,,,
2023-07-29,West,278.0,,,,,,,,,,,,,,,,,,,
2023-07-30,East,251.0,,,,,,,,,,,,,,,,,,,
2023-07-30,North,328.0,,,,,,,,,,,,,,,,,,,
2023-07-30,South,350.0,,,,,,,,,,,,,,,,,,,
2023-07-30,West,463.0,,,,,,,,,,,,,,,,,,,
2023-07-31,East,343.0,,,,,,,,,,,,,,,,,,,
2023-07-31,North,304.0,,,,,,,,,,,,,,,,,,,
2023-07-31,South,338.0,,,,,,,,,,,,,,,,,,,
2023-07-31,West,371.0,,,,,,,,,,,,,,,,,,,
2023-08-01,East,322.0,,,,,,,,,,,,,,,,,,,
2023-08-01,North,375.0,,,,,,,,,,,,,,,,,,,
2023-08-01,South,481.0,,,,,,,,,,,,,,,,,,,
2023-08-01,West,281.0,,,,,,,,,,,,,,,,,,,
2023-08-02,East,313.0,,,,,,,,,,,,,,,,,,,
2023-08-02,North,321.0,,,,,,,,,,,,,,,,,,,
2023-08-02,South,446.0,,,,,,,,,,,,,,,,,,,
2023-08-02,West,294.0,,,,,,,,,,,,,,,,,,,
2023-08-03,East,357.0,,,,,,,,,,,,,,,,,,,
2023-08-03,North,338.0,,,,,,,,,,,,,,,,,,,
2023-08-03,South,452.0,,,,,,,,,,,,,,,,,,,
2023-08-03,West,258.0,,,,,,,,,,,,,,,,,,,
2023-08-04,East,298.0,,,,,,,,,,,,,,,,,,,
2023-08-04,North,325.0,,,,,,,,,,,,,,,,,,,
