Customer_ID,Name,Age,Gender,Location,Product_Category,Purchase_Amount,Purchase_Date,Loyalty_Points,Website_Visits,Preferred_Payment_Method
CUST2238,Customer_1238,59,Female,North,Toys,320.61,2024-12-27,289,45,Credit Card
CUST2239,Customer_1239,27,Female,South,Electronics,236.99,2024-05-17,623,45,Credit Card
CUST2240,Customer_1240,23,Female,South,Electronics,412.47,2024-07-27,946,44,UPI
CUST2241,Customer_1241,28,Male,West,Electronics,228.6,2024-02-09,992,43,Cash
CUST2242,Customer_1242,29,Male,East,Electronics,105.22,2024-08-05,825,33,Debit Card
CUST2243,Customer_1243,43,Female,South,Electronics,136.62,2024-09-08,259,21,Cash
CUST2244,Customer_1244,50,Male,South,Toys,52.92,2024-05-15,661,33,Credit Card
CUST2245,Customer_1245,32,Male,East,Home,315.88,2024-12-05,406,16,Net Banking
CUST2246,Customer_1246,39,Male,South,Fashion,229.49,2024-07-18,169,26,UPI
CUST2247,Customer_1247,46,Female,West,Beauty,337.95,2024-07-25,7,25,UPI
CUST2248,Customer_1248,38,Female,South,Fashion,301.46,2024-04-15,442,35,Cash
CUST2249,Customer_1249,41,Female,West,Fashion,350.64,2024-12-08,183,23,UPI
CUST2250,Customer_1250,51,Male,South,Home,221.74,2024-04-17,652,24,UPI
CUST2251,Customer_1251,65,Female,North,Beauty,96.11,2024-02-09,883,45,Cash
CUST2252,Customer_1252,18,Male,East,Toys,66.66,2024-02-25,179,6,Debit Card
CUST2253,Customer_1253,62,Female,East,Beauty,291.35,2024-04-25,489,6,Net Banking
CUST2254,Customer_1254,26,Male,East,Beauty,276.7,2024-04-16,301,17,UPI
CUST2255,Customer_1255,22,Male,North,Fashion,464.97,2024-06-22,618,28,Net Banking
CUST2256,Customer_1256,59,Male,East,Toys,262.41,2024-06-02,268,35,Net Banking
CUST2257,Customer_1257,36,Male,West,Electronics,17.52,2024-10-13,79,8,Net Banking
CUST2258,Customer_1258,42,Male,North,Electronics,240.08,2024-12-17,825,39,Debit Card
CUST2259,Customer_1259,42,Female,North,Toys,329.94,2024-10-23,298,38,Cash
CUST2260,Customer_1260,26,Female,West,Beauty,44.72,2024-05-24,764,6,Cash
CUST2261,Customer_1261,41,Male,South,Fashion,239.9,2024-10-20,104,1,UPI
CUST2262,Customer_1262,67,Female,West,Toys,493.37,2024-12-28,936,3,UPI
CUST2263,Customer_1263,70,Female,East,Electronics,260.24,2024-09-05,845,45,Net Banking
CUST2264,Customer_1264,47,Male,South,Fashion,326.4,2024-12-17,357,4,Cash
CUST2265,Customer_1265,49,Male,West,Fashion,210.94,2024-07-02,945,15,Net Banking
CUST2266,Customer_1266,56,Male,East,Toys,386.16,2024-04-19,147,3,Debit Card
CUST2267,Customer_1267,62,Female,East,Electronics,464.98,2024-12-30,122,48,Cash
CUST2268,Customer_1268,19,Male,South,Electronics,306.92,2024-05-12,153,31,Net Banking
CUST2269,Customer_1269,67,Female,East,Electronics,136.85,2024-06-30,872,20,UPI
CUST2270,Customer_1270,29,Female,East,Fashion,423.25,2024-11-27,650,25,Credit Card
CUST2271,Customer_1271,20,Male,East,Fashion,110.25,2024-12-13,781,33,Cash
CUST2272,Customer_1272,49,Female,West,Home,210.54,2024-02-07,900,4,UPI
CUST2273,Customer_1273,63,Male,South,Beauty,447.51,2024-08-19,993,42,Net Banking
CUST2274,Customer_1274,29,Female,South,Home,265.74,2024-10-21,765,5,Cash
CUST2275,Customer_1275,36,Female,East,Toys,17.78,2024-11-17,763,20,Net Banking
CUST2276,Customer_1276,21,Male,North,Electronics,56.9,2024-01-28,667,49,Cash
CUST2277,Customer_1277,42,Female,South,Beauty,439.77,2024-05-12,779,50,Cash
CUST2278,Customer_1278,26,Male,East,Electronics,496.35,2024-05-20,959,21,UPI
CUST2279,Customer_1279,23,Female,West,Beauty,341.07,2024-11-13,532,43,UPI
CUST2280,Customer_1280,60,Male,East,Electronics,42.01,2024-12-21,521,27,UPI
CUST2281,Customer_1281,50,Male,East,Beauty,171.56,2024-02-02,809,2,UPI
CUST2282,Customer_1282,29,Male,North,Electronics,209.84,2024-11-02,224,23,Debit Card
CUST2283,Customer_1283,70,Male,North,Fashion,491.91,2024-07-18,366,25,UPI
CUST2284,Customer_1284,56,Male,West,Home,319.64,2024-01-02,534,43,Credit Card
CUST2285,Customer_1285,66,Male,West,Electronics,116.96,2024-04-07,474,47,UPI
CUST2286,Customer_1286,28,Female,West,Fashion,328.53,2024-08-21,539,14,Cash
CUST2287,Customer_1287,40,Female,West,Beauty,221.1,2024-06-27,328,17,Net Banking
CUST2288,Customer_1288,39,Female,North,Electronics,92.93,2024-12-06,226,10,Credit Card
CUST2289,Customer_1289,46,Female,North,Fashion,72.8,2024-12-12,400,30,Credit Card
CUST2290,Customer_1290,66,Male,West,Toys,225.75,2024-05-30,210,8,Cash
CUST2291,Customer_1291,41,Female,West,Beauty,467.74,2024-05-28,232,39,Net Banking
CUST2292,Customer_1292,40,Female,West,Home,347.36,2024-07-21,70,22,Cash
CUST2293,Customer_1293,60,Male,South,Home,178.17,2024-12-12,583,15,Credit Card
CUST2294,Customer_1294,18,Female,East,Fashion,311.16,2024-01-28,116,22,UPI
CUST2295,Customer_1295,38,Male,South,Beauty,18.02,2024-03-23,921,37,Debit Card
CUST2296,Customer_1296,52,Female,North,Fashion,224.32,2024-05-20,193,2,Credit Card
CUST2297,Customer_1297,40,Male,West,Beauty,359.94,2024-01-06,634,13,Net Banking
CUST2298,Customer_1298,35,Female,South,Home,263.1,2024-09-04,834,29,Credit Card
CUST2299,Customer_1299,19,Male,South,Fashion,436.94,2024-09-11,84,23,Credit Card
CUST2300,Customer_1300,29,Male,North,Toys,208.45,2024-08-24,280,2,Debit Card
CUST2301,Customer_1301,49,Female,North,Electronics,421.03,2024-04-30,243,13,UPI
CUST2302,Customer_1302,23,Male,North,Fashion,257.98,2024-04-20,112,3,Credit Card
CUST2303,Customer_1303,49,Female,North,Fashion,146.07,2024-05-06,321,43,UPI
CUST2304,Customer_1304,24,Male,South,Toys,331.04,2024-08-14,99,45,UPI
CUST2305,Customer_1305,62,Female,South,Fashion,240.76,2024-06-13,204,49,Net Banking
CUST2306,Customer_1306,31,Female,South,Beauty,461.39,2024-01-29,537,7,Debit Card
CUST2307,Customer_1307,40,Female,West,Toys,45.46,2024-05-15,490,42,UPI
CUST2308,Customer_1308,43,Female,East,Toys,472.52,2024-01-29,250,42,Debit Card
CUST2309,Customer_1309,25,Male,East,Fashion,284.89,2024-12-18,294,45,Credit Card
CUST2310,Customer_1310,64,Female,North,Fashion,131.83,2024-11-01,215,19,Cash
CUST2311,Customer_1311,32,Male,West,Toys,150.28,2024-11-19,800,32,Debit Card
CUST2312,Customer_1312,31,Male,West,Electronics,380.18,2024-01-28,427,7,UPI
CUST2313,Customer_1313,70,Male,North,Beauty,82.22,2024-01-26,474,24,Cash
CUST2314,Customer_1314,62,Male,East,Home,432.9,2024-12-12,841,50,Cash
CUST2315,Customer_1315,69,Female,East,Home,210.85,2024-04-11,978,11,Net Banking
CUST2316,Customer_1316,52,Female,West,Home,421.15,2024-09-22,35,48,Debit Card
CUST2317,Customer_1317,28,Female,South,Toys,302.31,2024-04-08,847,49,Debit Card
CUST2318,Customer_1318,49,Male,West,Fashion,195.93,2024-09-26,460,22,Net Banking
CUST2319,Customer_1319,62,Male,West,Home,55.21,2024-12-28,507,39,UPI
CUST2320,Customer_1320,36,Male,North,Fashion,128.4,2024-04-07,273,18,Cash
CUST2321,Customer_1321,28,Male,West,Toys,206.73,2024-03-11,666,49,Debit Card
CUST2322,Customer_1322,51,Male,North,Electronics,376.05,2024-04-03,970,21,UPI
CUST2323,Customer_1323,44,Male,East,Home,172.45,2024-10-19,669,39,Net Banking
CUST2324,Customer_1324,63,Female,West,Toys,58.39,2024-07-03,924,23,Net Banking
CUST2325,Customer_1325,28,Male,East,Beauty,257.77,2024-11-29,879,35,UPI
CUST2326,Customer_1326,61,Male,West,Beauty,159.46,2024-11-02,932,18,Cash
CUST2327,Customer_1327,29,Male,East,Electronics,345.69,2024-01-23,487,9,Cash
CUST2328,Customer_1328,49,Male,West,Home,462.8,2024-05-29,89,30,Debit Card
CUST2329,Customer_1329,60,Male,North,Electronics,220.99,2024-08-14,368,4,Net Banking
CUST2330,Customer_1330,51,Male,South,Toys,362.79,2024-07-11,636,1,Credit Card
CUST2331,Customer_1331,27,Female,West,Toys,424.61,2024-09-07,364,48,Credit Card
CUST2332,Customer_1332,22,Male,East,Beauty,64.12,2024-04-26,849,48,Cash
CUST2333,Customer_1333,46,Female,East,Beauty,85.32,2024-10-08,168,21,Cash
CUST2334,Customer_1334,26,Male,West,Fashion,459.72,2024-05-16,255,8,Credit Card
CUST2335,Customer_1335,24,Female,East,Beauty,118.63,2024-09-01,871,36,Debit Card
CUST2336,Customer_1336,35,Male,South,Fashion,34.96,2024-07-02,28,45,Debit Card
CUST2337,Customer_1337,38,Male,South,Home,132.05,2024-03-12,962,46,Net Banking
CUST2338,Customer_1338,33,Male,East,Fashion,334.83,2024-06-20,295,1,Debit Card
CUST2339,Customer_1339,55,Male,North,Toys,266.22,2024-07-08,623,25,Credit Card
CUST2340,Customer_1340,58,Male,North,Fashion,432.49,2024-04-15,314,36,Net Banking
CUST2341,Customer_1341,45,Female,East,Toys,60.27,2024-08-02,872,18,Credit Card
CUST2342,Customer_1342,66,Male,South,Toys,203.6,2024-11-02,48,49,Debit Card
CUST2343,Customer_1343,25,Male,East,Fashion,135.03,2024-03-11,635,43,Net Banking
CUST2344,Customer_1344,23,Female,South,Fashion,407.28,2024-04-18,19,21,UPI
CUST2345,Customer_1345,47,Male,West,Fashion,13.97,2024-01-01,86,41,Cash
CUST2346,Customer_1346,32,Female,West,Toys,55.1,2024-02-04,133,32,Net Banking
CUST2347,Customer_1347,62,Male,West,Home,167.99,2024-03-17,537,2,Debit Card
CUST2348,Customer_1348,25,Male,East,Toys,250.28,2024-03-30,3,10,Credit Card
CUST2349,Customer_1349,47,Female,South,Home,220.6,2024-08-02,270,30,Cash
CUST2350,Customer_1350,44,Female,South,Fashion,152.17,2024-11-16,781,22,Net Banking
CUST2351,Customer_1351,26,Female,South,Home,412.34,2024-09-17,164,36,Debit Card
CUST2352,Customer_1352,38,Male,North,Electronics,197.16,2024-03-16,865,16,Credit Card
CUST2353,Customer_1353,39,Female,West,Toys,25.37,2024-09-22,74,42,Cash
CUST2354,Customer_1354,21,Female,North,Toys,219.48,2024-12-16,208,22,UPI
CUST2355,Customer_1355,65,Male,North,Toys,178.93,2024-09-24,531,31,Credit Card
CUST2356,Customer_1356,65,Female,North,Electronics,317.79,2024-05-30,49,48,Credit Card
CUST2357,Customer_1357,61,Female,East,Electronics,85.06,2024-11-25,190,14,Credit Card
CUST2358,Customer_1358,48,Female,East,Fashion,187.95,2024-09-23,213,49,UPI
CUST2359,Customer_1359,56,Female,North,Toys,469.3,2024-12-01,11,10,Credit Card
CUST2360,Customer_1360,58,Female,East,Home,467.06,2024-07-29,369,18,Credit Card
CUST2361,Customer_1361,25,Male,North,Home,451.61,2024-05-18,752,30,Credit Card
CUST2362,Customer_1362,21,Female,North,Home,15.14,2024-02-10,534,3,UPI
CUST2363,Customer_1363,63,Female,East,Toys,419.49,2024-10-14,88,5,Net Banking
CUST2364,Customer_1364,50,Female,South,Electronics,233.66,2024-07-22,411,14,Debit Card
CUST2365,Customer_1365,42,Female,West,Toys,400.12,2024-07-18,488,31,Credit Card
CUST2366,Customer_1366,45,Female,West,Toys,415.67,2024-12-18,333,34,Net Banking
CUST2367,Customer_1367,50,Female,South,Toys,143.1,2024-12-29,293,34,UPI
CUST2368,Customer_1368,24,Male,West,Electronics,127.41,2024-12-01,78,42,UPI
CUST2369,Customer_1369,42,Male,West,Fashion,315.48,2024-05-10,762,10,Cash
CUST2370,Customer_1370,56,Female,South,Fashion,294.41,2024-06-07,996,43,Credit Card
CUST2371,Customer_1371,40,Male,South,Toys,290.22,2024-03-18,353,43,Debit Card
CUST2372,Customer_1372,49,Female,North,Toys,20.44,2024-10-09,865,9,Net Banking
CUST2373,Customer_1373,27,Male,West,Beauty,412.96,2024-02-24,758,12,Net Banking
CUST2374,Customer_1374,26,Female,East,Electronics,467.83,2024-02-19,241,42,Net Banking
CUST2375,Customer_1375,37,Male,East,Fashion,24.02,2024-12-24,391,47,UPI
CUST2376,Customer_1376,35,Female,North,Electronics,383.67,2024-08-11,13,13,Net Banking
CUST2377,Customer_1377,40,Male,East,Electronics,70.12,2024-11-14,474,16,Debit Card
CUST2378,Customer_1378,64,Male,South,Toys,173.39,2024-02-05,758,37,Cash
CUST2379,Customer_1379,42,Male,West,Electronics,147.86,2024-05-15,595,38,Debit Card
CUST2380,Customer_1380,39,Male,South,Home,263.33,2024-01-25,256,27,UPI
CUST2381,Customer_1381,42,Female,West,Beauty,302.81,2024-03-21,466,10,Net Banking
CUST2382,Customer_1382,66,Male,South,Electronics,220.28,2024-06-01,888,44,Credit Card
CUST2383,Customer_1383,61,Female,East,Electronics,493.27,2024-08-26,244,22,UPI
CUST2384,Customer_1384,26,Male,South,Toys,479.39,2024-08-25,650,7,Cash
CUST2385,Customer_1385,39,Male,East,Electronics,314.24,2024-07-26,725,6,Credit Card
CUST2386,Customer_1386,69,Female,West,Beauty,222.06,2024-01-30,878,50,Credit Card
CUST2387,Customer_1387,45,Female,South,Fashion,182.37,2024-05-17,24,43,Credit Card
CUST2388,Customer_1388,47,Male,North,Home,429.06,2024-09-13,263,18,Debit Card
CUST2389,Customer_1389,59,Male,North,Fashion,412.46,2024-04-03,14,16,Credit Card
CUST2390,Customer_1390,52,Male,East,Home,387.8,2024-04-23,739,35,Cash
CUST2391,Customer_1391,33,Female,North,Electronics,138.93,2024-12-06,601,28,Credit Card
CUST2392,Customer_1392,22,Male,South,Fashion,359.45,2024-02-20,462,45,Debit Card
CUST2393,Customer_1393,57,Female,North,Home,423.85,2024-04-03,718,24,Net Banking
CUST2394,Customer_1394,27,Male,South,Beauty,102.42,2024-07-19,891,22,Debit Card
CUST2395,Customer_1395,60,Female,South,Fashion,77.47,2024-03-25,609,10,Debit Card
CUST2396,Customer_1396,38,Female,West,Electronics,247.58,2024-08-31,280,24,Cash
CUST2397,Customer_1397,44,Female,South,Fashion,154.7,2024-10-09,392,18,UPI
CUST2398,Customer_1398,39,Female,South,Electronics,94.87,2024-05-16,250,9,Debit Card
CUST2399,Customer_1399,30,Male,West,Beauty,79.6,2024-01-30,901,30,UPI
CUST2400,Customer_1400,65,Male,West,Home,497.01,2024-01-05,892,3,Net Banking
CUST2401,Customer_1401,58,Male,North,Electronics,113.66,2024-06-16,224,11,Debit Card
CUST2402,Customer_1402,39,Female,South,Toys,21.49,2024-03-24,185,3,Debit Card
CUST2403,Customer_1403,61,Male,West,Beauty,203.16,2024-10-14,4,16,Debit Card
CUST2404,Customer_1404,35,Male,East,Electronics,76.21,2024-09-17,381,14,Debit Card
CUST2405,Customer_1405,33,Female,East,Electronics,44.79,2024-02-24,710,12,UPI
CUST2406,Customer_1406,67,Female,South,Fashion,490.03,2024-02-21,725,17,Cash
CUST2407,Customer_1407,58,Male,West,Home,156.16,2024-10-05,603,47,Debit Card
CUST2408,Customer_1408,54,Male,East,Toys,357.63,2024-09-29,536,31,UPI
CUST2409,Customer_1409,29,Female,West,Fashion,109.68,2024-10-15,303,35,Cash
CUST2410,Customer_1410,44,Male,East,Toys,15.86,2024-01-22,246,47,Debit Card
CUST2411,Customer_1411,65,Male,East,Electronics,66.56,2024-11-09,107,47,UPI
CUST2412,Customer_1412,53,Female,North,Home,75.77,2024-11-14,65,47,Credit Card
CUST2413,Customer_1413,68,Male,West,Toys,363.0,2024-08-14,87,14,Debit Card
CUST2414,Customer_1414,49,Female,West,Beauty,43.84,2024-01-10,689,5,Net Banking
CUST2415,Customer_1415,60,Female,West,Beauty,476.33,2024-03-18,897,44,UPI
CUST2416,Customer_1416,70,Male,South,Toys,188.72,2024-09-30,807,2,Cash
CUST2417,Customer_1417,62,Male,South,Toys,435.16,2024-12-08,659,21,Cash
CUST2418,Customer_1418,47,Male,North,Fashion,455.57,2024-01-13,597,27,Credit Card
CUST2419,Customer_1419,53,Male,South,Beauty,177.21,2024-12-28,345,20,Net Banking
CUST2420,Customer_1420,20,Male,South,Beauty,162.36,2024-05-24,783,36,Cash
CUST2421,Customer_1421,56,Male,East,Electronics,453.49,2024-03-22,91,3,Debit Card
CUST2422,Customer_1422,29,Male,South,Electronics,448.61,2024-04-09,954,39,UPI
CUST2423,Customer_1423,65,Male,West,Electronics,390.72,2024-07-12,484,26,Cash
CUST2424,Customer_1424,36,Male,South,Home,103.56,2024-07-03,662,5,Debit Card
CUST2425,Customer_1425,31,Female,West,Electronics,239.61,2024-12-04,296,4,Debit Card
CUST2426,Customer_1426,41,Female,North,Fashion,373.09,2024-08-09,309,18,Net Banking
CUST2427,Customer_1427,44,Female,East,Toys,264.84,2024-12-02,474,46,Net Banking
CUST2428,Customer_1428,59,Male,East,Home,66.52,2024-10-08,989,35,Cash
CUST2429,Customer_1429,68,Female,North,Electronics,117.67,2024-07-13,236,31,Debit Card
CUST2430,Customer_1430,64,Male,North,Toys,126.42,2024-06-10,140,10,Debit Card
CUST2431,Customer_1431,65,Male,South,Beauty,220.07,2024-05-18,281,29,Net Banking
CUST2432,Customer_1432,22,Male,West,Electronics,60.44,2024-05-02,831,29,Debit Card
CUST2433,Customer_1433,33,Male,South,Electronics,195.91,2024-11-05,164,2,UPI
CUST2434,Customer_1434,25,Male,North,Electronics,70.1,2024-11-18,195,23,UPI
CUST2435,Customer_1435,25,Male,North,Fashion,153.44,2024-08-25,814,3,Net Banking
CUST2436,Customer_1436,60,Male,South,Electronics,134.91,2024-12-29,646,30,Cash
CUST2437,Customer_1437,54,Male,East,Toys,291.97,2024-11-27,326,10,Credit Card
CUST2438,Customer_1438,53,Female,East,Electronics,37.15,2024-07-12,384,27,Credit Card
CUST2439,Customer_1439,51,Male,West,Toys,96.08,2024-08-02,211,29,UPI
CUST2440,Customer_1440,69,Male,North,Toys,114.84,2024-08-08,152,31,Credit Card
CUST2441,Customer_1441,44,Male,South,Fashion,138.55,2024-10-19,334,46,Cash
CUST2442,Customer_1442,29,Female,West,Beauty,269.25,2024-08-26,669,43,UPI
CUST2443,Customer_1443,37,Female,East,Fashion,183.02,2024-08-07,996,31,Credit Card
CUST2444,Customer_1444,37,Female,South,Home,181.59,2024-08-04,603,34,Debit Card
CUST2445,Customer_1445,70,Male,South,Beauty,133.89,2024-12-10,917,27,Net Banking
CUST2446,Customer_1446,32,Female,South,Fashion,218.83,2024-07-07,867,2,Net Banking
CUST2447,Customer_1447,50,Male,West,Home,204.91,2024-07-18,910,43,Credit Card
CUST2448,Customer_1448,19,Female,South,Beauty,301.4,2024-05-13,751,45,Net Banking
CUST2449,Customer_1449,23,Female,South,Beauty,230.07,2024-03-28,863,8,Net Banking
CUST2450,Customer_1450,32,Male,East,Home,246.46,2024-10-11,178,26,Debit Card
CUST2451,Customer_1451,43,Female,West,Fashion,194.49,2024-09-07,275,28,Cash
CUST2452,Customer_1452,35,Female,West,Fashion,252.17,2024-03-17,455,13,Credit Card
CUST2453,Customer_1453,65,Male,East,Home,259.6,2024-11-20,79,26,Debit Card
CUST2454,Customer_1454,52,Male,North,Electronics,468.45,2024-08-16,625,11,UPI
CUST2455,Customer_1455,62,Male,East,Fashion,395.02,2024-01-29,976,22,Debit Card
CUST2456,Customer_1456,22,Male,North,Beauty,378.95,2024-09-27,698,18,Net Banking
CUST2457,Customer_1457,44,Male,South,Home,401.17,2024-09-13,300,16,Cash
CUST2458,Customer_1458,27,Male,South,Electronics,138.94,2024-01-25,891,17,Net Banking
CUST2459,Customer_1459,69,Female,South,Beauty,304.22,2024-05-18,344,38,Debit Card
CUST2460,Customer_1460,35,Male,North,Fashion,125.1,2024-03-11,407,31,Net Banking
CUST2461,Customer_1461,18,Male,South,Electronics,251.75,2024-04-16,963,42,Net Banking
CUST2462,Customer_1462,44,Female,West,Fashion,193.94,2024-08-01,0,26,Net Banking
CUST2463,Customer_1463,20,Male,South,Fashion,157.2,2024-01-25,260,23,Net Banking
CUST2464,Customer_1464,52,Female,North,Beauty,449.63,2024-09-13,932,47,Cash
CUST2465,Customer_1465,67,Male,West,Toys,366.72,2024-08-16,945,8,Cash
CUST2466,Customer_1466,68,Male,West,Fashion,384.97,2024-07-27,5,38,UPI
CUST2467,Customer_1467,20,Male,West,Toys,234.61,2024-08-06,550,10,Debit Card
CUST2468,Customer_1468,38,Male,North,Home,435.07,2024-12-13,643,19,Debit Card
CUST2469,Customer_1469,67,Female,West,Beauty,262.88,2024-12-22,765,17,Credit Card
CUST2470,Customer_1470,61,Female,South,Electronics,272.71,2024-04-10,225,29,Cash
CUST2471,Customer_1471,47,Female,North,Electronics,17.26,2024-09-28,974,8,Credit Card
CUST2472,Customer_1472,60,Female,West,Beauty,432.69,2024-02-20,910,32,Debit Card
CUST2473,Customer_1473,21,Female,North,Electronics,429.35,2024-05-07,340,22,Cash
CUST2474,Customer_1474,70,Male,East,Electronics,200.23,2024-09-29,465,13,UPI
CUST2475,Customer_1475,39,Male,West,Beauty,478.27,2024-11-19,920,13,UPI
CUST2476,Customer_1476,40,Female,South,Beauty,236.51,2024-07-08,186,31,Net Banking
CUST2477,Customer_1477,59,Female,West,Home,341.43,2024-11-09,717,15,UPI
CUST2478,Customer_1478,44,Male,North,Beauty,434.84,2024-10-09,494,46,Net Banking
CUST2479,Customer_1479,58,Female,North,Home,206.58,2024-08-16,726,29,UPI
CUST2480,Customer_1480,44,Male,South,Home,364.37,2024-11-23,350,8,Debit Card
CUST2481,Customer_1481,19,Male,South,Beauty,74.97,2024-08-25,767,38,UPI
CUST2482,Customer_1482,59,Female,North,Electronics,183.74,2024-02-02,72,16,Cash
CUST2483,Customer_1483,54,Female,North,Electronics,328.04,2024-03-13,626,34,Cash
CUST2484,Customer_1484,25,Female,East,Beauty,376.84,2024-12-08,737,47,UPI
CUST2485,Customer_1485,47,Male,South,Fashion,103.37,2024-03-30,938,13,UPI
CUST2486,Customer_1486,56,Female,North,Beauty,414.53,2024-10-17,796,24,Debit Card
CUST2487,Customer_1487,35,Female,West,Electronics,81.25,2024-11-25,530,40,Cash
CUST2488,Customer_1488,51,Male,North,Beauty,359.66,2024-04-27,656,19,Cash
CUST2489,Customer_1489,18,Female,East,Fashion,140.61,2024-10-18,779,45,Credit Card
CUST2490,Customer_1490,21,Female,West,Home,494.05,2024-07-22,443,10,UPI
CUST2491,Customer_1491,25,Female,North,Toys,457.74,2024-11-13,626,28,Cash
CUST2492,Customer_1492,67,Female,South,Fashion,152.37,2024-09-29,241,35,UPI
CUST2493,Customer_1493,66,Female,South,Home,38.28,2024-11-09,129,20,Debit Card
CUST2494,Customer_1494,28,Female,North,Home,375.74,2024-09-04,678,30,Net Banking
CUST2495,Customer_1495,21,Male,North,Toys,289.67,2024-07-17,24,36,Net Banking
CUST2496,Customer_1496,33,Female,North,Home,447.74,2024-05-29,994,16,UPI
CUST2497,Customer_1497,22,Male,South,Beauty,438.67,2024-03-26,143,1,Credit Card
CUST2498,Customer_1498,18,Male,North,Electronics,264.62,2024-09-23,730,4,Net Banking
CUST2499,Customer_1499,26,Male,East,Toys,248.26,2024-12-14,746,16,Net Banking
CUST2500,Customer_1500,61,Male,South,Fashion,340.31,2024-04-03,842,6,Net Banking
CUST2501,Customer_1501,21,Male,West,Beauty,177.09,2024-07-29,391,12,UPI
CUST2502,Customer_1502,26,Female,West,Fashion,253.73,2024-01-29,796,13,Cash
CUST2503,Customer_1503,28,Male,East,Beauty,158.64,2024-06-26,61,47,Net Banking
CUST2504,Customer_1504,48,Female,South,Toys,360.83,2024-10-02,773,22,UPI
CUST2505,Customer_1505,54,Female,North,Electronics,315.99,2024-10-12,754,33,Cash
CUST2506,Customer_1506,54,Female,North,Toys,32.22,2024-02-11,401,2,Debit Card
CUST2507,Customer_1507,51,Female,West,Beauty,309.34,2024-12-19,907,1,UPI
CUST2508,Customer_1508,60,Male,West,Fashion,284.82,2024-01-10,408,30,UPI
CUST2509,Customer_1509,47,Male,North,Home,191.32,2024-03-11,818,27,Net Banking
CUST2510,Customer_1510,33,Male,East,Toys,221.23,2024-05-01,693,42,Cash
CUST2511,Customer_1511,52,Male,North,Electronics,281.01,2024-01-15,129,29,Debit Card
CUST2512,Customer_1512,50,Male,South,Home,394.89,2024-02-13,965,31,Debit Card
CUST2513,Customer_1513,27,Male,South,Electronics,36.09,2024-01-23,84,7,Cash
CUST2514,Customer_1514,67,Female,East,Home,48.17,2024-03-08,463,3,Debit Card
CUST2515,Customer_1515,61,Female,South,Fashion,305.5,2024-08-14,115,15,UPI
CUST2516,Customer_1516,19,Female,North,Electronics,376.26,2024-06-29,439,41,Net Banking
CUST2517,Customer_1517,68,Female,North,Beauty,216.8,2024-12-10,43,17,Credit Card
CUST2518,Customer_1518,66,Female,South,Beauty,116.81,2024-07-07,183,19,Debit Card
CUST2519,Customer_1519,47,Male,South,Toys,491.85,2024-09-20,163,50,UPI
CUST2520,Customer_1520,19,Female,South,Toys,431.22,2024-04-24,943,49,Debit Card
CUST2521,Customer_1521,53,Female,East,Fashion,343.57,2024-04-02,46,3,Net Banking
CUST2522,Customer_1522,22,Female,West,Toys,318.18,2024-09-24,336,9,Debit Card
CUST2523,Customer_1523,59,Female,West,Fashion,198.12,2024-08-26,460,28,Credit Card
CUST2524,Customer_1524,57,Male,South,Beauty,285.67,2024-08-09,190,9,Cash
CUST2525,Customer_1525,24,Male,East,Electronics,291.65,2024-01-19,598,6,Credit Card
CUST2526,Customer_1526,63,Male,West,Electronics,448.36,2024-12-26,595,32,Credit Card
CUST2527,Customer_1527,51,Female,South,Electronics,175.79,2024-12-29,631,11,Debit Card
CUST2528,Customer_1528,34,Male,West,Toys,199.74,2024-10-26,130,49,Cash
CUST2529,Customer_1529,59,Female,West,Fashion,279.1,2024-07-16,82,24,Credit Card
CUST2530,Customer_1530,30,Male,North,Fashion,458.58,2024-09-13,268,16,Credit Card
CUST2531,Customer_1531,59,Male,North,Toys,40.78,2024-11-05,182,39,Cash
CUST2532,Customer_1532,53,Male,East,Electronics,476.44,2024-02-16,51,40,Cash
CUST2533,Customer_1533,42,Female,East,Toys,268.68,2024-08-16,478,45,Credit Card
CUST2534,Customer_1534,47,Female,North,Electronics,498.48,2024-09-15,819,39,Credit Card
CUST2535,Customer_1535,58,Male,North,Beauty,153.49,2024-09-12,386,35,Cash
CUST2536,Customer_1536,48,Male,West,Home,114.83,2024-12-12,732,5,Credit Card
CUST2537,Customer_1537,61,Male,North,Home,496.52,2024-08-16,854,49,UPI
CUST2538,Customer_1538,42,Female,North,Home,302.45,2024-05-23,549,42,Net Banking
CUST2539,Customer_1539,66,Female,South,Fashion,414.59,2024-04-15,317,45,Net Banking
CUST2540,Customer_1540,57,Male,North,Home,406.74,2024-09-18,709,24,Credit Card
CUST2541,Customer_1541,49,Male,East,Toys,71.69,2024-01-31,236,10,UPI
CUST2542,Customer_1542,70,Female,East,Toys,452.03,2024-07-23,957,37,Net Banking
CUST2543,Customer_1543,44,Female,North,Home,489.12,2024-04-30,875,50,Cash
CUST2544,Customer_1544,41,Female,North,Home,413.72,2024-01-21,866,3,Credit Card
CUST2545,Customer_1545,29,Male,East,Electronics,168.08,2024-09-27,545,25,Debit Card
CUST2546,Customer_1546,49,Male,West,Electronics,98.0,2024-11-09,994,17,UPI
CUST2547,Customer_1547,24,Male,South,Electronics,327.23,2024-06-04,33,8,Credit Card
CUST2548,Customer_1548,52,Male,South,Fashion,10.69,2024-11-30,124,16,UPI
CUST2549,Customer_1549,57,Female,West,Beauty,189.73,2024-05-22,699,17,UPI
