Product_ID,Sales_Date,Region,Category,Price,Quantity_Sold,Revenue,Cost
P0011,2023-08-22,North,Toys,149.03,10,1490.3,987.81
P0004,2023-07-29,South,Electronics,207.35,6,1244.1,507.54
P0018,2023-10-07,South,Furniture,321.26,3,963.78,613.98
P0007,2023-12-23,West,Toys,23.34,2,46.68,27.29
P0018,2023-07-27,East,Clothing,60.27,19,1145.13,797.41
P0008,2023-05-17,South,Sports,98.85,4,395.4,178.93
P0001,2023-04-28,East,Electronics,865.11,7,6055.77,2545.78
P0012,2023-05-11,West,Clothing,98.04,12,1176.48,657.01
P0009,2023-07-24,North,Clothing,78.89,7,552.23,255.55
P0004,2023-10-11,West,Clothing,171.24,8,1369.92,706.63
P0018,2023-11-22,South,Furniture,298.62,17,5076.54,2444.58
P0014,2023-10-25,East,Furniture,409.07,12,4908.84,2854.04
P0011,2023-03-10,West,Sports,64.54,8,516.32,228.31
P0008,2023-05-13,North,Furniture,222.52,8,1780.16,715.86
P0001,2023-11-04,East,Electronics,417.44,6,2504.64,1416.38
P0012,2023-04-17,East,Furniture,187.21,8,1497.68,628.78
P0003,2023-10-06,North,Sports,76.03,14,1064.42,488.43
P0013,2023-10-24,East,Electronics,769.63,1,769.63,383.36
P0013,2023-09-08,North,Toys,103.96,4,415.84,265.12
P0001,2023-01-07,West,Electronics,148.26,13,1927.38,1209.65
P0003,2023-01-07,West,Toys,61.6,2,123.2,65.76
P0019,2023-09-30,South,Electronics,977.25,1,977.25,681.62
P0006,2023-07-23,East,Furniture,339.42,1,339.42,204.58
P0004,2023-05-27,North,Furniture,207.34,3,622.02,359.21
P0016,2023-02-07,West,Electronics,727.88,13,9462.44,4272.57
P0019,2023-08-14,East,Clothing,139.66,17,2374.22,1163.13
P0004,2023-11-13,West,Clothing,102.53,19,1948.07,795.01
P0005,2023-09-03,West,Furniture,410.22,2,820.44,555.86
P0005,2023-03-12,South,Toys,130.44,17,2217.48,980.92
P0001,2023-09-10,West,Sports,268.2,9,2413.8,1055.71
P0010,2023-09-13,North,Furniture,169.58,19,3222.02,2061.4
P0006,2023-07-11,East,Toys,37.58,12,450.96,265.64
P0019,2023-05-19,North,Sports,220.22,7,1541.54,1023.29
P0018,2023-07-28,West,Sports,63.0,4,252.0,130.89
P0011,2023-01-22,North,Furniture,430.42,17,7317.14,4953.2
P0008,2023-05-17,South,Sports,228.17,3,684.51,448.78
P0012,2023-12-30,North,Toys,38.74,4,154.96,85.33
P0013,2023-03-16,East,Sports,114.78,6,688.68,319.66
P0018,2023-01-31,South,Electronics,840.6,18,15130.8,6421.12
P0002,2023-05-19,South,Sports,79.62,9,716.58,334.6
P0002,2023-08-17,East,Clothing,133.19,14,1864.66,810.73
P0007,2023-05-10,North,Electronics,929.26,19,17655.94,9846.38
P0008,2023-03-23,East,Clothing,141.07,6,846.42,484.21
P0005,2023-08-03,North,Toys,132.36,16,2117.76,1370.34
P0009,2023-10-07,North,Sports,38.76,13,503.88,237.69
P0002,2023-03-27,East,Furniture,86.16,3,258.48,167.39
P0009,2023-10-11,East,Clothing,131.8,14,1845.2,756.22
P0006,2023-04-09,East,Furniture,243.06,16,3888.96,2238.33
P0012,2023-11-26,South,Furniture,182.09,19,3459.71,2117.37
P0001,2023-01-06,North,Clothing,161.81,7,1132.67,482.39
P0014,2023-09-29,West,Sports,24.76,16,396.16,163.33
P0019,2023-09-05,West,Sports,110.59,16,1769.44,1055.08
P0016,2023-07-17,North,Sports,108.9,10,1089.0,544.56
P0006,2023-09-02,North,Toys,145.81,6,874.86,542.25
P0020,2023-12-09,South,Furniture,236.83,9,2131.47,1122.32
P0019,2023-07-17,West,Sports,113.94,1,113.94,68.95
P0007,2023-01-13,South,Electronics,400.82,19,7615.58,3906.58
P0004,2023-05-30,West,Electronics,910.64,13,11838.32,5555.83
P0001,2023-08-04,East,Furniture,222.86,19,4234.34,2098.58
P0012,2023-03-13,West,Toys,131.46,18,2366.28,1496.1
P0012,2023-11-28,West,Sports,297.99,3,893.97,519.83
P0001,2023-05-17,West,Toys,98.5,11,1083.5,456.12
P0013,2023-01-09,West,Electronics,334.66,19,6358.54,4245.21
P0001,2023-10-02,West,Clothing,58.29,10,582.9,345.24
P0007,2023-11-12,West,Furniture,370.97,15,5564.55,2798.09
P0002,2023-01-17,North,Electronics,570.06,10,5700.6,3942.67
P0001,2023-01-12,South,Clothing,76.49,9,688.41,354.09
P0010,2023-05-04,West,Toys,24.66,16,394.56,159.54
P0011,2023-09-15,East,Sports,89.21,9,802.89,388.67
P0003,2023-11-11,West,Electronics,328.17,13,4266.21,2543.09
P0020,2023-10-25,West,Sports,195.38,13,2539.94,1036.97
P0003,2023-03-07,North,Electronics,656.41,16,10502.56,6981.92
P0009,2023-02-24,North,Electronics,334.62,5,1673.1,1103.39
P0017,2023-07-14,East,Sports,108.96,16,1743.36,1083.17
P0017,2023-05-06,West,Clothing,41.21,1,41.21,22.75
P0018,2023-09-21,East,Clothing,39.13,12,469.56,266.27
P0017,2023-08-02,North,Electronics,909.14,9,8182.26,4029.54
P0018,2023-12-30,East,Clothing,83.19,16,1331.04,742.5
P0012,2023-10-04,West,Toys,33.63,9,302.67,180.35
P0015,2023-08-13,West,Sports,169.49,14,2372.86,1032.1
P0001,2023-03-06,West,Toys,77.18,4,308.72,137.62
P0005,2023-04-18,South,Furniture,108.25,3,324.75,181.33
P0010,2023-10-22,South,Clothing,163.33,17,2776.61,1173.25
P0012,2023-11-11,West,Toys,33.45,8,267.6,139.98
P0015,2023-02-11,North,Clothing,103.9,14,1454.6,585.95
P0006,2023-02-04,South,Sports,42.35,10,423.5,222.1
P0006,2023-07-09,West,Toys,149.55,19,2841.45,1147.25
P0013,2023-10-17,South,Clothing,148.68,13,1932.84,1087.05
P0009,2023-01-15,West,Toys,34.86,12,418.32,198.66
P0007,2023-06-05,South,Clothing,106.59,18,1918.62,1023.2
P0003,2023-11-17,North,Electronics,355.11,4,1420.44,682.02
P0018,2023-07-27,East,Clothing,84.79,13,1102.27,534.14
P0016,2023-12-09,East,Clothing,154.56,10,1545.6,746.01
P0019,2023-03-21,North,Furniture,135.75,15,2036.25,1286.23
P0006,2023-04-13,South,Furniture,376.0,19,7144.0,3898.16
P0002,2023-10-14,West,Electronics,348.01,11,3828.11,2348.13
P0012,2023-05-19,East,Sports,26.38,18,474.84,208.7
P0009,2023-11-28,West,Furniture,58.09,18,1045.62,660.38
P0020,2023-02-17,South,Sports,242.98,11,2672.78,1631.89
P0007,2023-10-15,East,Electronics,928.37,4,3713.48,1993.34
P0004,2023-09-09,North,Electronics,434.87,5,2174.35,1185.95
P0010,2023-09-24,South,Sports,40.57,14,567.98,283.63
P0017,2023-09-10,North,Electronics,199.47,16,3191.52,1344.85
P0010,2023-06-20,South,Furniture,172.98,4,691.92,336.72
P0019,2023-07-26,East,Electronics,968.89,19,18408.91,11400.63
P0005,2023-01-23,South,Furniture,419.25,8,3354.0,1397.25
P0007,2023-02-26,West,Electronics,712.94,8,5703.52,3535.15
P0012,2023-05-26,East,Sports,278.06,1,278.06,190.01
P0013,2023-09-08,East,Toys,58.63,5,293.15,154.68
P0014,2023-12-13,East,Furniture,92.51,10,925.1,406.48
P0014,2023-12-10,South,Clothing,87.88,13,1142.44,607.59
P0009,2023-09-09,South,Clothing,36.17,12,434.04,240.77
P0002,2023-07-06,South,Furniture,262.44,14,3674.16,2133.18
P0008,2023-12-04,South,Furniture,292.65,6,1755.9,833.28
P0006,2023-09-04,North,Furniture,307.51,18,5535.18,3521.65
P0001,2023-02-10,East,Furniture,132.74,9,1194.66,744.78
P0009,2023-12-04,South,Electronics,525.09,18,9451.62,4634.55
P0008,2023-03-05,North,Furniture,115.0,5,575.0,396.11
P0009,2023-05-05,South,Toys,133.27,8,1066.16,481.11
P0011,2023-01-15,West,Furniture,141.86,19,2695.34,1629.39
P0012,2023-06-23,North,Furniture,387.9,4,1551.6,1009.64
P0012,2023-05-15,East,Clothing,123.26,4,493.04,272.44
P0005,2023-11-09,South,Sports,33.38,6,200.28,112.12
P0017,2023-05-13,West,Toys,17.1,15,256.5,107.2
P0002,2023-12-12,West,Toys,22.88,5,114.4,73.76
P0014,2023-05-16,West,Clothing,68.22,2,136.44,78.51
P0019,2023-06-04,South,Electronics,721.94,19,13716.86,6645.64
P0006,2023-05-26,East,Furniture,58.1,6,348.6,233.77
P0017,2023-01-28,South,Sports,295.25,7,2066.75,1412.35
P0014,2023-06-10,West,Toys,80.32,2,160.64,82.72
P0008,2023-05-24,West,Electronics,845.83,2,1691.66,714.46
P0009,2023-02-28,East,Electronics,286.01,14,4004.14,2582.52
P0007,2023-06-04,West,Toys,58.69,13,762.97,508.57
P0019,2023-11-07,South,Sports,210.25,15,3153.75,2067.19
P0014,2023-02-03,South,Electronics,959.54,18,17271.72,8562.06
P0020,2023-08-03,West,Furniture,175.23,7,1226.61,646.08
P0015,2023-09-21,East,Furniture,448.4,17,7622.8,5227.4
P0010,2023-08-08,North,Clothing,106.79,17,1815.43,862.41
P0020,2023-11-03,North,Toys,142.73,13,1855.49,1170.46
P0007,2023-02-26,West,Sports,211.39,4,845.56,510.47
P0015,2023-02-10,South,Clothing,117.92,4,471.68,233.85
P0010,2023-05-31,East,Electronics,691.5,3,2074.5,1084.35
P0016,2023-06-13,South,Clothing,193.85,18,3489.3,1659.81
P0002,2023-04-14,North,Furniture,135.81,12,1629.72,1093.74
P0014,2023-08-18,East,Furniture,130.24,9,1172.16,649.36
P0020,2023-05-13,East,Furniture,235.06,8,1880.48,1093.15
P0008,2023-04-30,North,Toys,136.5,16,2184.0,1277.85
P0012,2023-11-28,North,Electronics,945.9,4,3783.6,2127.61
P0015,2023-08-26,West,Clothing,183.37,2,366.74,160.4
P0018,2023-12-25,East,Sports,130.59,18,2350.62,946.72
P0020,2023-02-14,South,Sports,196.44,18,3535.92,1836.84
P0006,2023-12-05,East,Electronics,458.4,6,2750.4,1638.14
P0014,2023-06-27,West,Furniture,156.42,10,1564.2,889.76
P0019,2023-01-20,West,Furniture,478.74,7,3351.18,1451.67
P0018,2023-10-14,West,Electronics,195.99,2,391.98,158.86
P0020,2023-04-09,East,Toys,138.67,16,2218.72,1525.9
P0007,2023-08-09,North,Sports,81.48,3,244.44,121.58
P0009,2023-09-23,East,Furniture,119.5,10,1195.0,776.29
P0010,2023-09-11,South,Sports,83.45,9,751.05,492.09
P0018,2023-02-15,West,Toys,99.87,1,99.87,46.59
P0015,2023-03-27,South,Furniture,401.5,10,4015.0,2699.75
P0004,2023-12-03,East,Furniture,288.9,16,4622.4,2699.82
P0013,2023-07-08,West,Clothing,26.95,13,350.35,148.78
P0015,2023-11-07,North,Toys,147.31,19,2798.89,1945.42
P0007,2023-11-30,North,Furniture,352.32,16,5637.12,2802.95
P0015,2023-05-01,West,Clothing,105.24,18,1894.32,929.03
P0020,2023-09-23,East,Toys,26.75,10,267.5,147.67
P0012,2023-09-04,North,Toys,20.25,16,324.0,143.36
P0019,2023-03-06,East,Sports,201.13,8,1609.04,715.75
P0015,2023-05-05,East,Electronics,814.51,19,15475.69,10524.26
P0005,2023-06-17,East,Electronics,669.22,11,7361.42,4009.02
P0019,2023-08-07,South,Sports,142.98,17,2430.66,1457.26
P0009,2023-02-05,South,Sports,251.4,5,1257.0,590.01
P0012,2023-07-22,West,Electronics,274.1,1,274.1,184.36
P0014,2023-10-25,West,Electronics,923.82,9,8314.38,5799.2
P0004,2023-01-10,North,Sports,151.21,6,907.26,496.06
P0008,2023-05-11,West,Furniture,61.87,4,247.48,154.91
P0018,2023-01-07,North,Sports,21.41,19,406.79,166.16
P0019,2023-01-09,West,Electronics,930.59,6,5583.54,3195.52
P0001,2023-04-01,North,Sports,81.75,16,1308.0,631.21
P0008,2023-01-30,South,Clothing,84.46,14,1182.44,558.48
P0005,2023-07-07,North,Sports,157.17,17,2671.89,1677.61
P0014,2023-02-20,East,Furniture,195.2,19,3708.8,1770.4
P0003,2023-01-31,South,Toys,24.3,8,194.4,89.08
P0005,2023-07-31,West,Electronics,133.61,11,1469.71,908.38
P0013,2023-06-23,East,Toys,110.12,11,1211.32,634.71
P0014,2023-08-25,West,Toys,125.36,11,1378.96,837.47
P0002,2023-11-03,South,Sports,297.89,7,2085.23,976.22
P0016,2023-11-24,South,Clothing,160.08,6,960.48,582.22
P0016,2023-04-23,South,Electronics,197.12,13,2562.56,1286.44
P0009,2023-05-08,South,Clothing,69.66,1,69.66,44.08
P0020,2023-05-16,West,Sports,263.0,19,4997.0,2665.51
P0008,2023-02-16,East,Furniture,177.63,7,1243.41,780.07
P0008,2023-11-04,South,Electronics,900.52,8,7204.16,3262.36
P0007,2023-05-25,North,Toys,19.93,6,119.58,73.04
P0011,2023-12-22,West,Sports,113.69,13,1477.97,885.75
P0011,2023-05-24,West,Toys,61.69,9,555.21,280.43
P0006,2023-09-27,South,Furniture,148.69,5,743.45,328.04
P0007,2023-09-28,North,Sports,74.58,16,1193.28,529.34
P0017,2023-04-24,West,Furniture,323.64,6,1941.84,1247.56
P0011,2023-08-17,South,Clothing,113.54,12,1362.48,758.84
P0002,2023-10-01,North,Toys,123.2,8,985.6,525.71
P0020,2023-03-11,West,Electronics,575.23,4,2300.92,1089.0
P0011,2023-11-27,West,Clothing,113.27,17,1925.59,1304.92
P0020,2023-11-02,East,Sports,138.02,10,1380.2,775.72
P0014,2023-05-04,East,Electronics,250.5,1,250.5,132.94
P0020,2023-02-07,East,Sports,260.82,8,2086.56,1317.64
P0008,2023-12-03,East,Sports,250.18,9,2251.62,1436.94
P0005,2023-03-15,West,Furniture,270.02,3,810.06,386.84
P0018,2023-10-08,South,Electronics,355.21,19,6748.99,3665.97
P0003,2023-04-25,East,Toys,121.24,16,1939.84,1107.67
P0002,2023-02-11,North,Furniture,271.41,15,4071.15,2726.82
P0006,2023-08-08,West,Furniture,297.28,13,3864.64,2322.45
P0006,2023-07-12,South,Furniture,199.43,4,797.72,502.37
P0019,2023-05-22,East,Furniture,81.02,17,1377.34,577.79
P0015,2023-05-01,South,Sports,230.11,3,690.33,302.89
P0019,2023-06-04,South,Sports,40.66,10,406.6,232.74
P0010,2023-03-02,South,Clothing,143.87,7,1007.09,692.36
P0002,2023-08-10,North,Sports,287.53,7,2012.71,985.05
P0014,2023-11-09,South,Sports,171.09,16,2737.44,1866.04
P0012,2023-04-17,South,Electronics,307.84,2,615.68,427.02
P0002,2023-07-14,East,Toys,15.85,11,174.35,94.48
P0017,2023-09-13,West,Electronics,547.09,17,9300.53,4619.15
P0008,2023-07-24,East,Electronics,232.26,11,2554.86,1086.39
P0005,2023-03-29,East,Furniture,331.75,9,2985.75,1397.17
P0020,2023-08-04,West,Electronics,599.99,16,9599.84,6486.84
P0002,2023-11-25,South,Toys,29.45,11,323.95,191.25
P0018,2023-05-10,South,Sports,128.07,11,1408.77,927.9
P0014,2023-08-09,West,Sports,97.31,11,1070.41,714.74
P0002,2023-10-25,North,Furniture,419.53,7,2936.71,1387.0
P0018,2023-12-27,West,Sports,21.92,14,306.88,135.97
P0008,2023-06-13,South,Clothing,100.42,8,803.36,550.11
P0010,2023-11-11,North,Electronics,689.14,12,8269.68,4603.1
P0011,2023-09-19,South,Sports,150.26,5,751.3,520.02
P0008,2023-03-31,South,Toys,119.76,11,1317.36,694.83
P0006,2023-10-20,North,Clothing,198.29,2,396.58,261.49
P0006,2023-10-23,East,Sports,270.04,7,1890.28,1210.32
P0009,2023-08-12,East,Electronics,606.39,12,7276.68,3963.52
P0009,2023-04-24,West,Sports,256.78,14,3594.92,1766.32
P0007,2023-03-21,North,Furniture,416.84,12,5002.08,3384.31
P0009,2023-11-28,East,Electronics,924.13,15,13861.95,7999.25
P0006,2023-12-17,North,Electronics,294.18,14,4118.52,1658.8
P0004,2023-06-12,South,Sports,86.29,5,431.45,288.46
P0008,2023-02-15,West,Sports,136.61,1,136.61,93.29
P0003,2023-02-14,East,Clothing,168.23,8,1345.84,589.52
P0006,2023-10-03,West,Electronics,864.74,3,2594.22,1306.42
P0009,2023-07-27,North,Sports,57.15,7,400.05,219.86
P0004,2023-04-21,West,Clothing,140.5,13,1826.5,1029.06
P0013,2023-05-04,North,Clothing,56.02,16,896.32,379.15
P0007,2023-10-14,South,Electronics,677.54,18,12195.72,7194.23
P0003,2023-04-30,South,Toys,41.37,10,413.7,248.73
P0017,2023-07-28,North,Toys,107.46,8,859.68,507.85
P0001,2023-11-18,West,Sports,51.62,5,258.1,157.12
P0020,2023-09-15,West,Furniture,236.28,11,2599.08,1464.51
P0016,2023-07-18,South,Furniture,262.87,19,4994.53,3269.56
P0009,2023-10-26,North,Furniture,187.4,18,3373.2,2164.87
P0014,2023-09-05,North,Sports,143.93,10,1439.3,647.59
P0006,2023-11-30,East,Furniture,321.36,10,3213.6,1354.98
P0007,2023-01-23,South,Furniture,145.69,1,145.69,64.44
P0016,2023-03-18,North,Electronics,992.65,14,13897.1,5890.69
P0015,2023-07-14,East,Electronics,487.81,17,8292.77,4369.14
P0001,2023-08-11,South,Furniture,474.17,2,948.34,566.2
P0012,2023-09-04,South,Toys,80.34,12,964.08,528.92
P0002,2023-02-20,North,Electronics,321.74,4,1286.96,680.57
P0002,2023-02-26,North,Sports,174.41,16,2790.56,1342.68
P0007,2023-04-15,South,Toys,141.61,4,566.44,363.97
P0012,2023-08-15,North,Electronics,966.9,2,1933.8,930.52
P0019,2023-07-13,West,Furniture,82.32,14,1152.48,516.08
P0015,2023-07-19,East,Toys,15.08,12,180.96,100.94
P0003,2023-07-20,South,Sports,158.31,5,791.55,400.56
P0006,2023-01-05,North,Electronics,825.91,16,13214.56,5771.84
P0013,2023-02-25,East,Furniture,223.6,3,670.8,449.83
P0014,2023-10-26,West,Toys,100.89,15,1513.35,937.28
P0015,2023-10-10,North,Electronics,475.65,6,2853.9,1247.32
P0016,2023-05-12,North,Furniture,111.96,2,223.92,121.39
P0017,2023-11-10,North,Toys,131.86,6,791.16,329.32
P0017,2023-09-19,West,Toys,28.81,16,460.96,303.47
P0008,2023-02-21,West,Toys,45.51,11,500.61,328.41
P0020,2023-01-06,South,Clothing,99.92,7,699.44,450.61
P0009,2023-02-24,West,Furniture,411.2,15,6168.0,2515.32
P0015,2023-06-20,South,Toys,91.6,8,732.8,491.41
P0006,2023-02-02,East,Furniture,444.98,16,7119.68,4873.29
P0011,2023-01-22,South,Clothing,144.0,1,144.0,92.91
P0015,2023-09-18,West,Toys,17.59,7,123.13,73.1
P0003,2023-08-27,West,Furniture,358.37,13,4658.81,2093.42
P0020,2023-09-24,West,Furniture,324.17,18,5835.06,3617.97
P0004,2023-06-22,South,Electronics,644.8,12,7737.6,4263.76
P0012,2023-09-01,East,Furniture,87.84,18,1581.12,694.0
P0018,2023-12-21,West,Electronics,185.2,1,185.2,99.25
P0003,2023-12-01,North,Electronics,487.0,1,487.0,195.6
P0018,2023-07-18,West,Clothing,136.82,2,273.64,152.31
P0001,2023-11-19,North,Sports,128.04,16,2048.64,1352.22
P0013,2023-12-01,East,Toys,62.23,14,871.22,374.02
P0005,2023-10-21,West,Clothing,93.03,4,372.12,233.91
P0017,2023-11-05,South,Sports,230.15,12,2761.8,1496.65
P0009,2023-02-13,East,Clothing,77.6,18,1396.8,613.85
P0009,2023-05-10,West,Sports,206.52,10,2065.2,1144.87
P0020,2023-10-01,East,Clothing,175.75,15,2636.25,1738.36
P0004,2023-09-21,East,Electronics,371.29,13,4826.77,2858.33
P0020,2023-01-08,East,Clothing,135.12,11,1486.32,741.63
P0004,2023-03-29,North,Furniture,284.93,15,4273.95,2202.73
P0005,2023-09-26,West,Toys,19.61,4,78.44,46.4
P0014,2023-12-16,West,Furniture,128.9,1,128.9,87.19
P0001,2023-05-30,East,Clothing,116.02,12,1392.24,664.09
P0001,2023-01-02,West,Toys,47.4,15,711.0,393.5
P0014,2023-08-12,East,Furniture,375.17,7,2626.19,1132.69
P0014,2023-11-23,West,Toys,92.58,1,92.58,58.22
P0018,2023-12-29,West,Sports,203.64,9,1832.76,781.23
P0018,2023-12-03,South,Electronics,902.82,5,4514.1,2828.22
P0013,2023-02-14,East,Clothing,184.1,5,920.5,517.67
P0010,2023-06-24,West,Sports,78.52,16,1256.32,729.41
P0003,2023-07-28,North,Sports,212.71,15,3190.65,1947.17
P0004,2023-02-03,South,Electronics,452.02,16,7232.32,3486.75
P0020,2023-08-17,West,Electronics,491.47,11,5406.17,3444.45
P0011,2023-03-16,East,Toys,32.8,11,360.8,224.86
P0016,2023-02-28,East,Electronics,989.42,14,13851.88,8454.78
P0003,2023-06-23,West,Sports,237.77,3,713.31,469.87
P0019,2023-06-12,East,Clothing,94.09,2,188.18,128.18
P0008,2023-05-30,South,Toys,53.61,4,214.44,129.64
P0008,2023-07-14,North,Furniture,381.72,9,3435.48,1890.99
P0015,2023-11-21,North,Clothing,66.08,9,594.72,355.57
P0013,2023-07-12,East,Toys,132.95,9,1196.55,771.63
P0004,2023-05-05,West,Toys,100.51,15,1507.65,1015.68
P0013,2023-08-08,West,Electronics,162.02,16,2592.32,1135.63
P0009,2023-12-05,North,Furniture,163.78,2,327.56,140.6
P0002,2023-10-17,South,Clothing,63.63,11,699.93,424.01
P0012,2023-03-09,North,Electronics,786.19,14,11006.66,7261.49
P0009,2023-04-19,South,Clothing,42.18,11,463.98,309.56
P0005,2023-07-08,South,Electronics,235.1,13,3056.3,1977.91
P0019,2023-01-03,West,Furniture,445.41,9,4008.69,2234.57
P0012,2023-03-14,South,Electronics,871.95,10,8719.5,4823.11
P0008,2023-08-19,East,Electronics,406.81,3,1220.43,713.99
P0015,2023-02-13,North,Sports,39.39,16,630.24,256.21
P0006,2023-04-01,North,Toys,67.9,6,407.4,215.87
P0018,2023-04-18,North,Toys,44.17,1,44.17,17.68
P0013,2023-01-19,South,Toys,15.38,3,46.14,19.42
P0004,2023-11-09,North,Electronics,719.83,6,4318.98,2560.99
P0006,2023-05-25,West,Toys,40.6,5,203.0,103.38
P0004,2023-08-12,East,Electronics,426.45,12,5117.4,2573.37
P0015,2023-03-25,South,Clothing,197.01,3,591.03,387.75
P0005,2023-08-28,North,Toys,34.0,13,442.0,280.91
P0002,2023-08-10,East,Toys,97.45,9,877.05,508.88
P0013,2023-03-21,West,Sports,290.88,9,2617.92,1140.77
P0014,2023-08-04,South,Clothing,131.08,12,1572.96,937.28
P0019,2023-01-20,North,Furniture,128.83,1,128.83,79.7
P0017,2023-04-08,South,Sports,136.22,16,2179.52,1222.5
P0006,2023-06-11,South,Toys,108.91,14,1524.74,751.95
P0008,2023-03-03,East,Sports,215.44,12,2585.28,1473.74
P0018,2023-10-26,West,Clothing,116.26,6,697.56,397.03
P0014,2023-12-07,East,Furniture,207.1,12,2485.2,1172.45
P0013,2023-04-20,South,Clothing,144.56,15,2168.4,1515.07
P0012,2023-06-27,West,Toys,118.37,4,473.48,270.18
P0018,2023-03-20,South,Toys,85.51,13,1111.63,504.73
P0001,2023-08-18,West,Toys,78.0,19,1482.0,1009.8
P0018,2023-01-14,North,Furniture,79.65,6,477.9,239.34
P0003,2023-06-30,North,Clothing,95.37,6,572.22,234.04
P0001,2023-07-14,North,Clothing,173.3,8,1386.4,733.39
P0015,2023-06-29,East,Furniture,192.98,11,2122.78,1167.33
P0005,2023-10-05,South,Sports,55.99,9,503.91,247.42
P0020,2023-10-09,South,Furniture,294.64,10,2946.4,2052.76
P0001,2023-09-10,West,Electronics,905.81,8,7246.48,3092.28
P0008,2023-04-25,North,Sports,223.81,8,1790.48,1172.6
P0012,2023-12-12,East,Electronics,708.26,12,8499.12,5527.09
P0002,2023-11-09,South,Clothing,44.68,5,223.4,106.2
P0006,2023-06-01,South,Toys,79.78,6,478.68,334.23
P0017,2023-10-03,South,Clothing,162.1,15,2431.5,1151.46
P0004,2023-11-24,East,Sports,171.12,5,855.6,438.83
P0016,2023-09-13,East,Electronics,239.58,19,4552.02,1851.89
P0004,2023-05-29,North,Furniture,69.82,10,698.2,386.15
P0017,2023-09-12,North,Toys,95.45,11,1049.95,495.69
P0011,2023-02-09,North,Toys,142.49,19,2707.31,1565.17
P0018,2023-02-22,South,Furniture,436.34,8,3490.72,1900.51
P0004,2023-01-03,South,Sports,144.95,7,1014.65,506.4
P0009,2023-06-15,South,Sports,209.56,3,628.68,388.7
P0006,2023-02-21,West,Electronics,505.34,4,2021.36,1294.45
P0016,2023-04-27,South,Clothing,24.77,7,173.39,88.36
P0013,2023-03-14,East,Sports,30.22,4,120.88,52.6
P0002,2023-12-27,West,Toys,39.92,9,359.28,239.04
P0018,2023-05-23,North,Furniture,215.63,8,1725.04,1207.45
P0017,2023-05-28,East,Sports,93.01,11,1023.11,412.9
P0010,2023-07-21,South,Sports,71.35,8,570.8,382.85
P0008,2023-08-06,West,Sports,71.29,4,285.16,127.52
P0018,2023-04-06,East,Electronics,165.58,19,3146.02,2042.41
P0020,2023-12-20,South,Electronics,180.37,14,2525.18,1357.02
P0008,2023-10-25,North,Toys,28.0,2,56.0,38.72
P0011,2023-11-28,South,Sports,29.05,6,174.3,71.54
P0017,2023-07-29,South,Furniture,485.69,1,485.69,270.52
P0009,2023-04-18,West,Clothing,69.31,18,1247.58,621.69
P0012,2023-09-23,North,Sports,172.21,13,2238.73,1286.92
P0002,2023-12-21,North,Clothing,176.43,10,1764.3,801.02
P0012,2023-01-14,East,Furniture,318.88,16,5102.08,2906.43
P0005,2023-03-21,East,Sports,144.2,11,1586.2,768.86
P0017,2023-11-16,North,Clothing,169.13,16,2706.08,1829.75
P0018,2023-11-06,North,Clothing,159.61,3,478.83,315.79
P0014,2023-08-13,West,Clothing,173.09,19,3288.71,1395.07
P0007,2023-08-02,West,Sports,139.4,18,2509.2,1275.67
P0008,2023-08-15,West,Furniture,250.49,4,1001.96,658.27
P0002,2023-09-11,West,Furniture,210.01,2,420.02,292.59
P0011,2023-02-22,East,Electronics,528.3,3,1584.9,678.01
P0014,2023-07-04,South,Toys,117.79,19,2238.01,1515.31
P0001,2023-10-20,North,Clothing,111.78,14,1564.92,709.81
P0005,2023-10-18,North,Sports,84.43,3,253.29,114.68
P0017,2023-12-25,North,Electronics,648.54,17,11025.18,5058.19
P0017,2023-02-09,North,Sports,38.16,4,152.64,100.67
P0015,2023-08-08,West,Sports,247.66,16,3962.56,2400.97
P0015,2023-08-29,West,Clothing,140.82,15,2112.3,1355.27
P0003,2023-06-18,East,Sports,78.31,8,626.48,409.71
P0005,2023-04-07,South,Toys,56.75,9,510.75,246.5
P0015,2023-10-18,East,Furniture,232.74,4,930.96,423.38
P0012,2023-12-04,South,Electronics,324.72,16,5195.52,2460.91
P0008,2023-03-05,East,Clothing,84.74,5,423.7,255.57
P0009,2023-12-29,North,Toys,79.5,11,874.5,448.65
P0008,2023-03-02,East,Toys,51.22,19,973.18,567.21
P0007,2023-03-31,East,Toys,48.15,11,529.65,246.16
P0004,2023-03-28,East,Clothing,182.7,5,913.5,625.18
P0006,2023-10-29,East,Electronics,648.6,4,2594.4,1569.56
P0018,2023-01-17,South,Electronics,196.43,4,785.72,523.78
P0004,2023-11-21,West,Sports,143.4,4,573.6,249.04
P0006,2023-04-10,South,Toys,129.87,13,1688.31,1012.02
P0009,2023-12-10,North,Sports,254.07,8,2032.56,1390.17
P0012,2023-03-06,West,Toys,85.83,18,1544.94,622.32
P0004,2023-10-27,East,Sports,137.3,16,2196.8,1307.98
P0011,2023-06-23,North,Electronics,716.32,15,10744.8,5487.49
P0008,2023-04-04,West,Furniture,121.61,6,729.66,423.67
P0001,2023-05-04,North,Furniture,95.5,3,286.5,126.98
P0009,2023-04-29,West,Toys,31.7,12,380.4,240.25
P0013,2023-09-28,East,Clothing,82.19,18,1479.42,767.58
P0019,2023-06-13,North,Electronics,316.8,3,950.4,597.12
